tm,stn,ta_avg,ta_max,ta_min,hm_avg,ws_avg,rn_day,ss_day,si_day
2010-01-01,146,-4.3,1.9,-10.6,65.3,1.2,,7.8,10.36
2010-01-02,146,2.3,8.2,-1.6,69.1,2.1,1.5,0.3,2.83
2010-01-03,146,-2.4,1.0,-4.9,58.3,1.5,,7.8,10.71
2010-01-04,146,-0.1,3.8,-4.3,69.6,3.2,5.1,0.1,1.36
2010-01-05,146,-4.1,-1.3,-6.5,71.0,2.9,2.2,3.0,6.14
2010-01-06,146,-5.9,-2.3,-9.9,68.3,1.8,0.0,7.0,10.38
2010-01-07,146,-4.6,-0.9,-8.6,63.4,2.0,0.0,4.8,9.31
2010-01-08,146,-4.6,1.4,-10.5,68.6,1.3,,7.8,11.21
2010-01-09,146,-2.4,1.9,-8.2,75.9,0.8,,1.6,4.69
2010-01-10,146,0.0,2.7,-1.3,77.3,1.0,,0.0,4.86
2010-01-11,146,0.0,2.5,-2.0,62.3,2.4,,0.1,4.64
2010-01-12,146,-3.7,-1.3,-6.4,55.1,3.0,0.6,6.0,10.31
2010-01-13,146,-7.2,-3.4,-9.8,60.5,2.6,0.0,7.1,11.37
2010-01-14,146,-4.4,1.7,-10.9,63.5,1.4,,5.6,10.29
2010-01-15,146,-0.4,5.1,-3.6,72.4,1.6,0.1,2.6,5.85
2010-01-16,146,-4.2,1.8,-9.3,68.9,1.1,,8.7,12.86
2010-01-17,146,-2.9,4.6,-9.6,64.1,1.0,,8.5,12.48
2010-01-18,146,0.0,8.9,-6.9,66.6,0.9,,7.8,10.85
2010-01-19,146,7.1,13.3,-2.5,58.0,1.7,,5.0,8.33
2010-01-20,146,10.9,14.0,6.2,89.3,2.1,10.5,0.0,0.79
2010-01-21,146,0.1,6.2,-3.4,69.1,3.6,8.5,6.7,10.65
2010-01-22,146,-2.8,1.7,-5.7,55.9,2.6,,8.2,11.35
2010-01-23,146,-2.3,2.1,-4.7,65.9,1.7,0.0,5.9,10.54
2010-01-24,146,0.2,5.2,-4.8,67.0,1.4,,4.4,9.29
2010-01-25,146,0.0,3.5,-4.5,62.0,3.1,,7.8,11.33
2010-01-26,146,-2.6,4.0,-8.6,60.8,1.5,,8.9,13.42
2010-01-27,146,3.9,9.0,-4.5,68.5,2.0,8.0,2.9,4.71
2010-01-28,146,3.3,6.3,-0.6,66.8,2.7,,4.6,8.33
2010-01-29,146,0.1,5.4,-3.8,65.1,2.0,,7.1,11.35
2010-01-30,146,2.6,8.8,-2.8,56.5,1.2,,5.4,9.64
2010-01-31,146,3.6,10.0,-1.2,64.4,1.2,,5.8,9.62
2010-02-01,146,1.4,5.7,-1.7,77.6,1.7,,1.2,3.61
2010-02-02,146,-2.5,0.3,-5.0,39.6,2.9,,5.0,10.09
2010-02-03,146,-4.7,-0.5,-7.1,39.9,2.5,,9.0,13.89
2010-02-04,146,-3.2,2.0,-8.1,52.5,1.6,0.0,8.1,13.36
2010-02-05,146,-1.9,2.3,-4.7,49.4,2.0,,7.0,12.69
2010-02-06,146,-3.4,4.0,-9.7,48.5,1.3,,9.2,14.99
2010-02-07,146,2.7,9.1,-6.6,36.9,1.3,,4.8,10.6
2010-02-08,146,7.4,10.2,4.8,82.1,1.2,3.0,0.0,1.53
2010-02-09,146,7.6,9.7,6.1,89.3,1.1,4.5,0.0,2.29
2010-02-10,146,6.1,7.0,5.7,92.4,1.2,9.5,0.0,0.7
2010-02-11,146,4.1,6.0,2.0,87.3,1.6,19.5,0.0,2.02
2010-02-12,146,1.1,2.5,0.1,87.8,1.7,2.5,0.0,2.38
2010-02-13,146,-0.7,1.7,-2.6,63.4,2.2,0.0,2.8,8.03
2010-02-14,146,-0.9,2.9,-4.7,63.1,1.4,,0.0,7.32
2010-02-15,146,-0.6,4.5,-4.1,53.9,2.4,,6.1,13.08
2010-02-16,146,-2.1,2.5,-5.2,48.5,2.4,,8.7,16.28
2010-02-17,146,-1.1,4.2,-6.2,50.5,1.5,0.4,5.4,12.12
2010-02-18,146,-0.9,1.8,-4.4,53.4,3.2,1.1,8.6,10.83
2010-02-19,146,-0.2,5.6,-5.4,55.4,2.1,0.1,6.2,12.3
2010-02-20,146,3.2,11.0,-3.1,49.6,1.5,,9.5,15.66
2010-02-21,146,5.1,13.6,-2.0,54.5,1.8,,9.4,15.73
2010-02-22,146,5.4,11.0,0.6,77.6,0.7,,0.0,4.1
2010-02-23,146,8.5,19.3,0.0,60.1,1.4,,9.5,16.15
2010-02-24,146,14.8,21.3,5.2,53.4,3.3,,6.1,14.03
2010-02-25,146,15.3,18.6,12.0,86.3,2.1,51.5,0.0,1.04
2010-02-26,146,10.6,13.2,8.6,92.5,0.9,0.0,0.0,2.18
2010-02-27,146,9.2,13.7,7.2,79.9,1.9,4.5,2.3,8.83
2010-02-28,146,8.9,13.5,6.4,78.5,1.4,,3.9,11.17
2010-03-01,146,8.2,10.6,6.5,86.8,1.9,5.5,0.0,1.1
2010-03-02,146,5.1,7.0,2.7,84.3,2.0,3.5,0.0,1.71
2010-03-03,146,6.8,13.6,0.2,61.1,1.7,,6.3,16.37
2010-03-04,146,7.6,9.3,6.1,78.4,1.5,2.0,0.0,2.54
2010-03-05,146,6.8,8.0,5.7,86.9,1.8,4.5,0.0,2.08
2010-03-06,146,5.5,6.4,4.3,89.0,1.4,5.5,0.0,2.18
2010-03-07,146,6.0,9.1,3.9,60.8,2.3,0.5,1.1,8.83
2010-03-08,146,5.3,9.3,0.1,49.3,2.2,,3.8,10.69
2010-03-09,146,2.0,4.9,-2.1,84.0,2.0,9.0,0.0,4.78
2010-03-10,146,-0.9,1.6,-3.5,82.8,2.5,5.2,0.7,9.07
2010-03-11,146,2.7,8.2,-2.6,67.0,1.8,,6.5,17.81
2010-03-12,146,9.1,16.5,3.0,60.6,3.9,,4.2,13.75
2010-03-13,146,6.5,12.6,2.1,42.0,1.7,,6.6,16.04
2010-03-14,146,11.1,16.2,3.2,52.3,3.0,,0.7,6.55
2010-03-15,146,10.0,16.5,3.6,77.9,4.1,12.0,0.9,1.78
2010-03-16,146,2.9,6.9,-0.4,46.5,3.6,,8.6,18.52
2010-03-17,146,3.0,7.8,-3.0,52.1,1.6,0.5,3.3,12.79
2010-03-18,146,1.5,6.2,-2.0,63.3,3.0,4.5,6.6,17.79
2010-03-19,146,7.7,16.6,-3.7,51.0,2.8,,9.5,18.62
2010-03-20,146,12.5,21.5,4.8,67.3,4.6,0.0,1.5,6.2
2010-03-21,146,4.1,8.5,1.1,47.0,4.0,,10.4,21.74
2010-03-22,146,5.2,9.7,0.0,50.9,1.2,0.2,0.0,3.92
2010-03-23,146,8.2,12.2,5.1,60.9,1.2,0.0,0.3,7.13
2010-03-24,146,9.8,15.3,4.4,57.1,1.7,,4.4,14.5
2010-03-25,146,5.9,8.9,2.1,57.1,2.9,0.5,0.9,7.23
2010-03-26,146,3.4,8.1,-1.6,37.4,2.8,,10.4,22.38
2010-03-27,146,7.1,12.7,1.4,50.8,2.8,,7.2,15.41
2010-03-28,146,5.8,10.3,0.7,53.4,2.8,,8.7,22.14
2010-03-29,146,5.2,13.4,-2.4,52.9,1.7,,10.8,22.66
2010-03-30,146,9.6,14.9,2.5,43.6,2.5,,1.5,12.76
2010-03-31,146,10.5,13.7,6.5,83.0,2.4,16.5,0.0,2.52
2010-04-01,146,8.5,11.8,4.3,89.3,1.9,18.0,0.0,1.5
2010-04-02,146,6.3,12.1,-0.2,57.0,2.6,,10.8,23.0
2010-04-03,146,5.7,12.5,-0.3,42.9,2.1,,11.0,24.73
2010-04-04,146,9.7,17.9,0.0,44.3,1.8,,10.8,23.31
2010-04-05,146,13.2,19.6,6.9,50.4,1.7,,9.9,21.95
2010-04-06,146,9.1,12.5,4.7,66.0,2.3,,0.2,5.52
2010-04-07,146,6.5,14.1,-0.7,48.8,2.1,,11.1,24.44
2010-04-08,146,9.1,18.1,0.2,52.6,1.7,,10.3,23.22
2010-04-09,146,12.3,20.6,4.6,44.9,1.6,,9.3,22.5
2010-04-10,146,12.4,16.2,8.2,72.4,1.4,0.5,0.3,6.73
2010-04-11,146,14.5,20.7,9.0,63.9,1.7,,0.5,9.49
2010-04-12,146,14.5,20.8,10.4,62.3,1.9,1.5,2.5,12.53
2010-04-13,146,5.8,10.7,2.5,54.4,4.8,7.0,7.8,22.01
2010-04-14,146,3.1,7.8,0.2,54.5,2.7,2.5,3.4,11.26
2010-04-15,146,6.2,13.0,-1.1,54.6,1.8,,10.2,24.39
2010-04-16,146,7.4,14.5,1.1,47.6,2.0,,11.3,23.98
2010-04-17,146,8.2,16.2,-0.2,48.9,1.7,,11.0,24.59
2010-04-18,146,12.1,17.6,4.9,42.5,2.2,0.0,0.0,6.0
2010-04-19,146,15.7,18.7,13.7,59.9,3.9,0.5,0.0,7.1
2010-04-20,146,17.0,25.1,10.3,66.6,2.1,,10.6,22.83
2010-04-21,146,14.3,19.7,9.7,74.9,2.0,5.5,0.3,6.48
2010-04-22,146,11.5,14.4,9.3,74.4,2.3,7.5,0.0,5.69
2010-04-23,146,10.9,15.8,7.1,69.4,3.1,,7.4,21.62
2010-04-24,146,11.2,18.0,5.9,53.5,1.9,,10.9,25.33
2010-04-25,146,13.0,22.6,3.7,40.4,1.6,,9.7,24.62
2010-04-26,146,13.3,17.4,10.4,61.1,3.0,31.5,0.0,5.53
2010-04-27,146,9.2,13.2,4.5,64.3,3.8,1.0,1.9,10.63
2010-04-28,146,6.7,11.3,3.2,65.5,3.7,9.0,0.4,3.78
2010-04-29,146,10.9,15.3,6.6,47.4,4.2,,11.5,26.29
2010-04-30,146,11.8,17.3,6.4,47.9,3.1,,11.4,25.69
2010-05-01,146,12.4,20.2,3.6,48.1,1.8,,11.9,26.39
2010-05-02,146,19.1,27.6,9.0,44.6,2.2,,11.9,26.39
2010-05-03,146,22.5,29.6,17.2,56.0,3.0,,9.2,23.04
2010-05-04,146,22.7,29.1,17.5,56.4,2.1,,10.2,22.43
2010-05-05,146,22.1,26.7,16.8,51.8,3.5,0.0,4.1,17.73
2010-05-06,146,16.2,22.1,9.2,78.8,3.4,1.0,0.7,6.14
2010-05-07,146,14.8,22.6,6.9,52.9,1.9,,12.0,27.31
2010-05-08,146,17.5,25.4,8.9,46.8,1.8,,9.5,24.41
2010-05-09,146,19.4,28.0,12.1,48.4,1.5,,2.6,18.4
2010-05-10,146,17.4,23.8,12.5,46.6,2.4,,8.6,23.01
2010-05-11,146,14.7,22.9,7.5,56.6,2.2,,10.0,23.11
2010-05-12,146,14.0,20.7,9.6,64.0,2.4,,8.6,24.44
2010-05-13,146,15.0,23.3,7.1,57.3,1.7,,10.4,26.78
2010-05-14,146,16.9,25.4,9.5,55.5,2.0,,12.1,27.12
2010-05-15,146,16.8,22.7,10.6,57.1,1.4,,1.4,15.34
2010-05-16,146,19.1,27.2,10.5,47.4,1.6,,11.3,25.86
2010-05-17,146,20.1,28.0,11.2,53.8,2.7,6.0,7.7,21.36
2010-05-18,146,19.8,21.2,18.2,84.6,3.0,32.5,0.0,3.22
2010-05-19,146,19.1,25.2,14.9,81.5,1.8,2.5,4.3,19.15
2010-05-20,146,21.3,29.2,14.8,61.5,1.6,,11.7,27.62
2010-05-21,146,23.2,32.1,14.2,54.0,1.7,,10.7,26.3
2010-05-22,146,17.5,21.5,14.7,72.5,2.4,23.5,0.0,4.71
