tm,stn,ta_avg,ta_max,ta_min,hm_avg,ws_avg,rn_day,ss_day,si_day
2010-01-01,133,-5.6,0.4,-11.4,58.5,1.2,,8.0,10.13
2010-01-02,133,-0.9,2.9,-5.6,73.4,1.2,0.2,0.2,2.39
2010-01-03,133,-3.2,1.0,-7.2,52.1,1.7,,8.2,10.67
2010-01-04,133,-2.3,2.7,-3.7,70.4,1.8,7.0,0.4,1.28
2010-01-05,133,-5.8,-2.6,-10.3,71.0,2.2,2.0,6.4,10.0
2010-01-06,133,-8.5,-2.3,-12.5,70.8,1.5,,7.7,11.99
2010-01-07,133,-7.2,-2.0,-10.0,64.5,1.4,0.0,5.4,9.89
2010-01-08,133,-6.9,-0.5,-12.7,73.5,1.1,,8.1,10.85
2010-01-09,133,-4.7,-0.6,-9.8,79.1,0.7,0.0,1.9,5.25
2010-01-10,133,-3.6,0.4,-6.5,79.9,0.9,,0.9,4.95
2010-01-11,133,-2.8,0.4,-6.8,73.1,1.3,,0.8,4.92
2010-01-12,133,-5.8,-2.2,-7.9,55.5,1.9,0.2,5.9,10.61
2010-01-13,133,-10.0,-5.7,-13.4,60.0,1.9,,6.3,10.2
2010-01-14,133,-7.7,-1.0,-14.4,68.1,0.9,0.0,5.7,9.81
2010-01-15,133,-3.3,2.1,-6.4,71.5,1.1,0.0,5.6,9.03
2010-01-16,133,-5.0,1.6,-10.7,59.1,1.1,,8.7,12.97
2010-01-17,133,-3.9,3.1,-10.5,57.4,1.1,,8.7,11.75
2010-01-18,133,-0.9,7.4,-7.8,70.6,1.0,,8.0,11.19
2010-01-19,133,2.7,8.6,-3.8,68.5,0.7,0.0,3.8,7.52
2010-01-20,133,6.9,10.2,3.7,95.0,0.8,21.5,0.0,1.28
2010-01-21,133,-0.5,8.0,-5.3,62.8,3.1,6.5,8.3,12.35
2010-01-22,133,-4.3,0.5,-6.9,55.6,2.6,,7.6,11.83
2010-01-23,133,-3.6,1.0,-7.4,64.5,1.5,0.0,5.9,10.13
2010-01-24,133,0.5,4.0,-5.1,65.5,1.5,,5.0,9.57
2010-01-25,133,0.3,3.5,-5.5,47.5,3.0,,8.0,12.36
2010-01-26,133,-3.0,2.9,-8.9,53.3,1.4,,9.2,13.55
2010-01-27,133,-0.1,4.6,-6.6,79.1,0.9,9.0,3.6,6.29
2010-01-28,133,2.8,6.2,-1.5,59.0,2.4,,5.2,9.36
2010-01-29,133,-0.5,5.7,-5.2,59.8,1.8,0.0,5.9,10.95
2010-01-30,133,1.1,8.0,-4.0,66.6,1.1,,5.4,10.09
2010-01-31,133,2.4,9.2,-2.9,73.3,1.0,,5.2,9.56
2010-02-01,133,1.5,6.6,-1.8,76.0,1.7,,2.0,6.58
2010-02-02,133,-3.5,0.3,-6.7,32.9,2.8,,8.1,13.28
2010-02-03,133,-6.4,-1.6,-10.0,41.9,2.1,,9.3,14.81
2010-02-04,133,-3.5,1.8,-8.9,53.0,1.6,0.0,8.1,12.91
2010-02-05,133,-2.6,2.4,-6.2,40.4,2.2,,9.2,14.08
2010-02-06,133,-3.2,3.6,-9.4,41.6,1.3,,9.6,15.43
2010-02-07,133,0.5,8.5,-8.9,38.8,0.9,,5.7,11.64
2010-02-08,133,3.3,4.0,1.8,75.6,0.6,2.5,0.0,1.4
2010-02-09,133,4.7,5.5,3.6,97.1,0.8,7.0,0.0,1.04
2010-02-10,133,5.1,5.6,4.6,93.5,1.6,9.0,0.0,1.19
2010-02-11,133,2.1,5.3,0.8,81.9,3.1,12.0,0.0,2.46
2010-02-12,133,0.9,2.8,-0.1,82.4,1.6,0.8,0.0,4.14
2010-02-13,133,-1.2,1.7,-3.8,63.8,2.0,0.1,3.5,9.88
2010-02-14,133,-2.1,1.1,-4.7,59.3,1.4,,0.0,7.17
2010-02-15,133,-1.7,3.8,-5.1,53.0,1.9,,6.0,13.07
2010-02-16,133,-3.0,3.1,-6.6,49.4,1.7,,9.2,16.35
2010-02-17,133,-1.7,2.3,-6.6,50.3,1.2,0.2,5.8,11.6
2010-02-18,133,-1.8,1.1,-4.5,49.6,3.0,1.4,7.9,15.69
2010-02-19,133,-0.1,5.6,-5.7,50.5,2.0,0.0,7.9,15.42
2010-02-20,133,3.6,10.0,-1.7,50.1,1.8,,9.2,15.57
2010-02-21,133,4.4,12.4,-3.4,58.6,1.3,,9.3,15.62
2010-02-22,133,5.1,11.6,-0.1,74.3,1.3,,3.0,7.68
2010-02-23,133,7.1,18.1,-1.6,63.6,1.1,,7.9,15.7
2010-02-24,133,11.6,20.0,0.7,59.0,1.5,,6.6,14.36
2010-02-25,133,13.8,15.9,12.3,91.8,1.4,46.5,0.0,1.69
2010-02-26,133,10.8,13.1,7.1,90.0,2.0,0.5,0.0,1.93
2010-02-27,133,6.6,10.5,4.0,72.9,3.8,1.5,4.0,10.84
2010-02-28,133,7.8,13.1,3.8,73.8,1.1,,4.4,12.86
2010-03-01,133,5.3,7.8,3.8,84.3,2.6,25.5,0.0,1.13
2010-03-02,133,3.9,6.1,1.0,82.9,2.4,1.0,0.0,2.47
2010-03-03,133,5.5,12.5,-1.3,60.3,2.8,,8.2,17.58
2010-03-04,133,5.9,7.2,4.9,82.0,2.0,2.0,0.0,2.41
2010-03-05,133,6.1,7.8,4.4,88.8,1.2,6.5,0.0,2.35
2010-03-06,133,5.1,7.6,3.3,80.1,2.3,0.5,0.0,2.75
2010-03-07,133,4.4,8.2,2.4,61.4,3.7,,1.9,9.52
2010-03-08,133,4.0,9.0,0.0,54.8,3.4,,5.5,15.06
2010-03-09,133,1.6,5.3,-1.7,81.6,1.5,11.0,0.0,7.01
2010-03-10,133,-1.0,0.9,-3.3,79.0,1.6,1.7,0.1,1.88
2010-03-11,133,2.2,7.7,-3.4,66.5,2.0,,8.2,14.99
2010-03-12,133,7.7,15.0,1.4,63.5,2.7,,4.3,13.54
2010-03-13,133,5.0,10.1,0.7,35.5,1.6,,7.6,16.3
2010-03-14,133,8.2,13.1,0.8,55.3,2.7,0.1,1.7,7.24
2010-03-15,133,8.4,12.0,3.5,74.5,3.0,10.5,1.1,3.0
