tm,peak_mw
2013-10-31,63329
2013-11-01,61066
2013-11-02,55557
2013-11-03,52359
2013-11-04,62623
2013-11-05,62668
2013-11-06,62657
2013-11-07,62671
2013-11-08,62796
2013-11-09,55968
2013-11-10,54144
2013-11-11,65865
2013-11-12,66426
2013-11-13,66150
2013-11-14,67082
2013-11-15,65666
2013-11-16,58986
2013-11-17,56018
2013-11-18,69316
2013-11-19,69483
2013-11-20,69837
2013-11-21,69400
2013-11-22,68915
2013-11-23,57200
2013-11-24,56221
2013-11-25,69053
2013-11-26,69943
2013-11-27,71192
2013-11-28,72686
2013-11-29,72472
2013-11-30,62184
2013-12-01,57856
2013-12-02,69941
2013-12-03,69642
2013-12-04,70241
2013-12-05,69964
2013-12-06,69939
2013-12-07,61430
2013-12-08,57802
2013-12-09,71012
2013-12-10,70932
2013-12-11,71706
2013-12-12,72898
2013-12-13,73917
2013-12-14,64733
2013-12-15,60957
2013-12-16,75681
2013-12-17,75108
2013-12-18,72991
2013-12-19,74118
2013-12-20,74935
2013-12-21,65438
2013-12-22,61367
2013-12-23,73629
2013-12-24,74501
2013-12-25,63668
2013-12-26,73961
2013-12-27,74675
2013-12-28,65478
2013-12-29,61896
2013-12-30,71415
2013-12-31,67916
2014-01-01,57526
2014-01-02,68868
2014-01-03,71195
2014-01-04,62599
2014-01-05,59580
2014-01-06,72948
2014-01-07,73338
2014-01-08,73029
2014-01-09,75555
2014-01-10,76389
2014-01-11,65783
2014-01-12,62125
2014-01-13,76173
2014-01-14,76442
2014-01-15,75939
2014-01-16,75473
2014-01-17,75359
2014-01-18,66275
2014-01-19,62682
2014-01-20,75282
2014-01-21,76751
2014-01-22,76306
2014-01-23,75362
2014-01-24,73391
2014-01-25,64359
2014-01-26,61182
2014-01-27,73444
2014-01-28,71539
2014-01-29,69659
2014-01-30,56440
2014-01-31,51068
2014-02-01,51521
2014-02-02,53374
2014-02-03,68620
2014-02-04,75443
2014-02-05,77295
2014-02-06,76274
2014-02-07,74297
2014-02-08,65220
2014-02-09,60604
2014-02-10,74404
2014-02-11,73982
2014-02-12,73302
2014-02-13,73371
2014-02-14,72398
2014-02-15,62944
2014-02-16,58797
2014-02-17,70900
2014-02-18,71120
2014-02-19,71872
2014-02-20,71641
2014-02-21,71428
2014-02-22,62750
2014-02-23,58631
2014-02-24,69972
2014-02-25,69583
2014-02-26,69420
2014-02-27,67342
2014-02-28,67179
2014-03-01,58850
2014-03-02,56807
2014-03-03,68575
2014-03-04,69932
2014-03-05,70162
2014-03-06,71384
2014-03-07,72167
2014-03-08,63537
2014-03-09,58998
2014-03-10,71629
2014-03-11,70922
2014-03-12,70836
2014-03-13,70934
2014-03-14,68928
2014-03-15,61734
2014-03-16,55703
2014-03-17,65809
2014-03-18,65543
2014-03-19,66737
2014-03-20,67400
2014-03-21,67809
2014-03-22,59838
2014-03-23,55419
2014-03-24,64545
2014-03-25,64482
2014-03-26,64149
2014-03-27,64011
2014-03-28,62413
2014-03-29,58164
2014-03-30,53354
2014-03-31,62487
2014-04-01,62418
2014-04-02,61890
2014-04-03,63504
2014-04-04,63757
2014-04-05,57527
2014-04-06,54598
2014-04-07,63722
2014-04-08,63010
2014-04-09,63343
2014-04-10,63345
2014-04-11,63314
2014-04-12,57820
2014-04-13,53026
2014-04-14,62272
2014-04-15,62333
2014-04-16,61956
2014-04-17,63069
2014-04-18,62898
2014-04-19,57447
2014-04-20,52591
2014-04-21,61312
2014-04-22,61699
2014-04-23,60966
2014-04-24,61456
2014-04-25,61166
2014-04-26,55806
2014-04-27,52100
2014-04-28,62596
2014-04-29,62173
2014-04-30,61294
2014-05-01,55782
2014-05-02,58473
2014-05-03,52592
2014-05-04,50506
2014-05-05,52425
2014-05-06,54460
2014-05-07,59921
2014-05-08,61820
2014-05-09,60847
2014-05-10,56582
2014-05-11,52256
2014-05-12,61216
2014-05-13,62149
2014-05-14,62471
2014-05-15,62172
2014-05-16,62471
2014-05-17,56689
2014-05-18,52446
2014-05-19,62956
2014-05-20,63090
2014-05-21,62891
2014-05-22,63560
2014-05-23,63549
2014-05-24,57838
2014-05-25,52266
2014-05-26,62708
2014-05-27,64420
2014-05-28,65865
2014-05-29,66574
2014-05-30,67424
2014-05-31,60914
2014-06-01,54570
2014-06-02,64375
2014-06-03,63465
2014-06-04,61469
2014-06-05,63187
2014-06-06,58717
2014-06-07,55666
2014-06-08,52889
2014-06-09,64907
2014-06-10,66163
2014-06-11,65006
2014-06-12,64857
2014-06-13,64400
2014-06-14,58813
2014-06-15,53962
2014-06-16,66777
2014-06-17,67326
2014-06-18,67769
2014-06-19,66800
2014-06-20,67428
2014-06-21,59988
2014-06-22,53722
2014-06-23,65547
2014-06-24,66595
2014-06-25,67542
2014-06-26,68774
2014-06-27,68262
2014-06-28,61010
2014-06-29,53964
2014-06-30,69801
2014-07-01,71029
2014-07-02,70518
2014-07-03,66535
2014-07-04,68944
2014-07-05,61356
2014-07-06,54855
2014-07-07,69831
2014-07-08,70523
2014-07-09,72676
2014-07-10,73566
2014-07-11,72310
2014-07-12,63830
2014-07-13,57026
2014-07-14,72580
2014-07-15,72611
2014-07-16,72607
2014-07-17,71498
2014-07-18,71605
2014-07-19,65090
2014-07-20,60592
2014-07-21,74839
2014-07-22,73590
2014-07-23,71830
2014-07-24,71947
2014-07-25,76054
2014-07-26,63452
2014-07-27,57555
2014-07-28,70263
2014-07-29,70243
2014-07-30,72841
2014-07-31,72870
2014-08-01,68690
2014-08-02,60964
2014-08-03,57167
2014-08-04,62294
2014-08-05,65788
2014-08-06,66074
2014-08-07,64831
2014-08-08,64948
2014-08-09,59207
2014-08-10,54596
2014-08-11,67540
2014-08-12,69977
2014-08-13,68662
2014-08-14,65015
2014-08-15,61600
2014-08-16,59837
2014-08-17,55046
2014-08-18,66232
2014-08-19,67191
2014-08-20,68596
2014-08-21,68283
2014-08-22,68320
2014-08-23,62159
2014-08-24,57285
2014-08-25,69048
2014-08-26,70689
2014-08-27,68670
2014-08-28,68404
2014-08-29,68468
2014-08-30,60855
2014-08-31,55541
2014-09-01,69406
2014-09-02,67961
2014-09-03,67408
2014-09-04,68156
2014-09-05,67144
2014-09-06,55141
2014-09-07,48762
2014-09-08,44934
2014-09-09,47665
2014-09-10,54015
2014-09-11,65262
2014-09-12,65955
2014-09-13,59351
2014-09-14,55020
2014-09-15,66972
2014-09-16,66507
2014-09-17,65050
2014-09-18,64944
2014-09-19,64544
2014-09-20,57366
2014-09-21,53797
2014-09-22,65691
2014-09-23,65404
2014-09-24,64878
2014-09-25,65682
2014-09-26,64274
2014-09-27,57263
2014-09-28,54241
2014-09-29,65058
2014-09-30,63847
2014-10-01,62630
2014-10-02,62948
2014-10-03,56747
2014-10-04,53248
2014-10-05,51715
2014-10-06,62404
2014-10-07,63184
2014-10-08,61945
2014-10-09,59045
2014-10-10,62372
2014-10-11,54877
2014-10-12,52890
2014-10-13,63509
2014-10-14,63399
2014-10-15,62626
2014-10-16,63575
2014-10-17,62550
2014-10-18,55517
2014-10-19,53074
2014-10-20,64184
2014-10-21,64634
2014-10-22,63487
2014-10-23,64120
2014-10-24,63436
2014-10-25,56092
2014-10-26,53111
2014-10-27,64128
2014-10-28,64811
2014-10-29,63902
2014-10-30,64653
2014-10-31,64278
2014-11-01,56233
2014-11-02,53691
2014-11-03,63871
2014-11-04,64057
2014-11-05,63214
2014-11-06,64014
2014-11-07,63578
2014-11-08,57532
2014-11-09,54438
2014-11-10,64539
2014-11-11,64580
2014-11-12,65941
2014-11-13,69007
2014-11-14,68655
2014-11-15,60196
2014-11-16,56052
2014-11-17,67858
2014-11-18,68121
2014-11-19,69334
2014-11-20,67975
2014-11-21,67839
2014-11-22,59676
2014-11-23,56032
2014-11-24,68325
2014-11-25,67793
2014-11-26,67069
2014-11-27,67129
2014-11-28,68433
2014-11-29,58884
2014-11-30,55881
2014-12-01,72007
2014-12-02,74227
2014-12-03,74641
2014-12-04,74965
2014-12-05,75608
2014-12-06,67124
2014-12-07,62896
2014-12-08,75976
2014-12-09,76994
2014-12-10,75726
2014-12-11,74831
2014-12-12,76682
2014-12-13,66955
2014-12-14,63231
2014-12-15,77587
2014-12-16,77950
2014-12-17,80154
2014-12-18,78892
2014-12-19,79619
2014-12-20,67176
2014-12-21,64686
2014-12-22,79156
2014-12-23,77981
2014-12-24,74969
2014-12-25,65667
2014-12-26,74911
2014-12-27,65458
2014-12-28,61769
2014-12-29,74198
2014-12-30,72542
2014-12-31,71745
2015-01-01,61739
2015-01-02,69797
2015-01-03,64079
2015-01-04,61203
2015-01-05,75118
2015-01-06,74547
2015-01-07,77597
2015-01-08,77796
2015-01-09,77107
2015-01-10,66147
2015-01-11,62260
2015-01-12,76899
2015-01-13,77150
2015-01-14,76363
2015-01-15,74662
2015-01-16,75615
2015-01-17,66531
2015-01-18,62801
2015-01-19,74564
2015-01-20,76235
2015-01-21,75544
2015-01-22,73723
2015-01-23,73957
2015-01-24,64081
2015-01-25,60041
2015-01-26,73232
2015-01-27,74412
2015-01-28,76557
2015-01-29,76407
2015-01-30,75223
2015-01-31,66124
2015-02-01,61909
2015-02-02,76071
2015-02-03,76039
2015-02-04,75795
2015-02-05,75568
2015-02-06,75326
2015-02-07,66074
2015-02-08,64160
2015-02-09,78790
2015-02-10,75019
2015-02-11,74650
2015-02-12,74263
2015-02-13,75325
2015-02-14,66381
2015-02-15,60953
2015-02-16,72707
2015-02-17,69509
2015-02-18,58143
2015-02-19,52266
2015-02-20,52756
2015-02-21,54759
2015-02-22,57926
2015-02-23,71663
2015-02-24,71195
2015-02-25,71105
2015-02-26,70678
2015-02-27,73371
2015-02-28,64908
2015-03-01,59786
2015-03-02,71982
2015-03-03,74129
2015-03-04,74815
2015-03-05,74289
2015-03-06,73317
2015-03-07,62615
2015-03-08,57792
2015-03-09,70053
2015-03-10,75375
2015-03-11,73483
2015-03-12,72718
2015-03-13,71828
2015-03-14,61622
2015-03-15,57815
2015-03-16,69413
2015-03-17,68242
2015-03-18,68802
2015-03-19,66798
2015-03-20,66148
2015-03-21,57464
2015-03-22,55520
2015-03-23,66568
2015-03-24,67669
2015-03-25,67829
2015-03-26,66899
2015-03-27,66385
2015-03-28,57762
2015-03-29,54591
2015-03-30,63670
2015-03-31,65746
2015-04-01,65584
2015-04-02,64708
2015-04-03,65030
2015-04-04,56498
2015-04-05,54596
2015-04-06,65749
2015-04-07,66436
2015-04-08,66582
2015-04-09,65751
2015-04-10,64409
2015-04-11,56499
2015-04-12,54000
2015-04-13,64956
2015-04-14,65786
2015-04-15,65086
2015-04-16,65211
2015-04-17,63104
2015-04-18,56800
2015-04-19,54102
2015-04-20,65618
2015-04-21,63196
2015-04-22,62719
2015-04-23,62522
2015-04-24,61939
2015-04-25,55101
2015-04-26,52441
2015-04-27,61897
2015-04-28,62730
2015-04-29,63540
2015-04-30,62204
2015-05-01,54959
2015-05-02,53086
2015-05-03,51611
2015-05-04,57053
2015-05-05,55179
2015-05-06,61056
2015-05-07,61489
2015-05-08,62005
2015-05-09,55800
2015-05-10,52096
2015-05-11,62407
2015-05-12,61499
2015-05-13,62025
2015-05-14,63827
2015-05-15,64069
2015-05-16,56217
2015-05-17,52474
2015-05-18,62864
2015-05-19,63092
2015-05-20,62147
2015-05-21,63145
2015-05-22,63627
2015-05-23,56701
2015-05-24,51931
2015-05-25,56379
2015-05-26,65143
2015-05-27,66092
2015-05-28,66923
2015-05-29,67107
2015-05-30,58526
2015-05-31,53681
2015-06-01,65718
2015-06-02,66172
2015-06-03,65327
2015-06-04,66264
2015-06-05,63284
2015-06-06,56114
2015-06-07,53713
2015-06-08,65474
2015-06-09,66364
2015-06-10,68573
2015-06-11,67071
2015-06-12,67843
2015-06-13,60698
2015-06-14,55037
2015-06-15,69112
2015-06-16,69508
2015-06-17,68766
2015-06-18,68456
2015-06-19,68273
2015-06-20,59363
2015-06-21,54945
2015-06-22,67716
2015-06-23,69046
2015-06-24,69882
2015-06-25,68538
2015-06-26,66006
2015-06-27,59267
2015-06-28,55007
2015-06-29,69381
2015-06-30,68545
2015-07-01,67370
2015-07-02,68058
2015-07-03,67572
2015-07-04,58508
2015-07-05,54730
2015-07-06,68718
2015-07-07,67267
2015-07-08,67481
2015-07-09,69524
2015-07-10,71612
2015-07-11,65687
2015-07-12,57062
2015-07-13,67906
2015-07-14,72249
2015-07-15,73691
2015-07-16,69032
2015-07-17,67045
2015-07-18,60151
2015-07-19,57172
2015-07-20,72128
2015-07-21,73302
2015-07-22,74740
2015-07-23,75266
2015-07-24,71742
2015-07-25,64202
2015-07-26,60454
2015-07-27,73976
2015-07-28,76179
2015-07-29,74624
2015-07-30,76696
2015-07-31,74429
2015-08-01,62162
2015-08-02,60346
2015-08-03,65735
2015-08-04,67177
2015-08-05,69924
2015-08-06,75159
2015-08-07,76916
2015-08-08,69683
2015-08-09,62661
2015-08-10,76504
2015-08-11,76028
2015-08-12,73511
2015-08-13,74160
2015-08-14,69377
2015-08-15,64512
2015-08-16,59581
2015-08-17,74469
2015-08-18,75600
2015-08-19,75218
2015-08-20,74079
2015-08-21,72231
2015-08-22,64772
2015-08-23,59361
2015-08-24,73542
2015-08-25,68423
2015-08-26,67939
2015-08-27,69840
2015-08-28,70617
2015-08-29,62100
2015-08-30,57913
2015-08-31,72639
2015-09-01,72991
2015-09-02,72236
2015-09-03,71937
2015-09-04,72121
2015-09-05,62551
2015-09-06,55172
2015-09-07,68207
2015-09-08,67206
2015-09-09,67573
2015-09-10,67993
2015-09-11,67735
2015-09-12,59147
2015-09-13,53986
2015-09-14,66672
2015-09-15,66393
2015-09-16,66232
2015-09-17,66608
2015-09-18,66562
2015-09-19,59505
2015-09-20,55707
2015-09-21,67755
2015-09-22,68297
2015-09-23,66815
2015-09-24,67067
2015-09-25,62960
2015-09-26,49043
2015-09-27,44389
2015-09-28,47846
2015-09-29,52106
2015-09-30,61103
2015-10-01,65322
2015-10-02,62303
2015-10-03,55982
2015-10-04,53269
2015-10-05,63691
2015-10-06,64572
2015-10-07,64311
2015-10-08,63497
2015-10-09,58063
2015-10-10,54244
2015-10-11,52812
2015-10-12,63312
2015-10-13,63812
2015-10-14,63625
2015-10-15,64576
2015-10-16,63790
2015-10-17,56043
2015-10-18,53494
2015-10-19,64033
2015-10-20,65040
2015-10-21,64102
2015-10-22,64211
2015-10-23,63199
2015-10-24,55946
2015-10-25,52758
2015-10-26,63891
2015-10-27,64385
2015-10-28,63356
2015-10-29,64520
2015-10-30,64239
2015-10-31,56721
2015-11-01,54224
2015-11-02,64439
2015-11-03,64524
2015-11-04,64007
2015-11-05,63626
2015-11-06,63785
2015-11-07,58830
2015-11-08,54098
2015-11-09,65021
2015-11-10,65234
2015-11-11,64221
2015-11-12,64451
2015-11-13,66214
2015-11-14,57776
2015-11-15,54480
2015-11-16,65914
2015-11-17,65056
2015-11-18,66812
2015-11-19,66358
2015-11-20,65527
2015-11-21,58603
2015-11-22,54692
2015-11-23,66940
2015-11-24,67791
2015-11-25,70103
2015-11-26,73301
2015-11-27,73965
2015-11-28,63822
2015-11-29,58656
2015-11-30,70678
2015-12-01,72117
2015-12-02,71955
2015-12-03,74781
2015-12-04,74655
2015-12-05,62921
2015-12-06,59924
2015-12-07,73760
2015-12-08,73169
2015-12-09,73300
2015-12-10,72052
2015-12-11,71554
2015-12-12,61903
2015-12-13,58055
2015-12-14,71845
2015-12-15,71928
2015-12-16,73369
2015-12-17,76340
2015-12-18,77282
2015-12-19,65145
2015-12-20,60678
2015-12-21,75526
2015-12-22,74781
2015-12-23,72896
2015-12-24,72706
2015-12-25,62658
2015-12-26,61301
2015-12-27,61544
2015-12-28,75834
2015-12-29,76087
2015-12-30,74257
2015-12-31,69887
2016-01-01,59662
2016-01-02,58562
2016-01-03,58280
2016-01-04,71516
2016-01-05,76909
2016-01-06,76602
2016-01-07,76531
2016-01-08,76982
2016-01-09,66036
2016-01-10,61698
2016-01-11,76764
2016-01-12,78291
2016-01-13,78819
2016-01-14,78269
2016-01-15,77494
2016-01-16,66852
2016-01-17,61528
2016-01-18,78462
2016-01-19,82123
2016-01-20,81861
2016-01-21,82972
2016-01-22,80802
2016-01-23,71326
2016-01-24,67807
2016-01-25,82811
2016-01-26,81877
2016-01-27,79191
2016-01-28,80274
2016-01-29,78730
2016-01-30,67071
2016-01-31,63782
2016-02-01,79041
2016-02-02,80020
2016-02-03,79833
2016-02-04,78046
2016-02-05,76775
2016-02-06,64785
2016-02-07,60053
2016-02-08,54354
2016-02-09,56144
2016-02-10,58442
2016-02-11,71422
2016-02-12,72165
2016-02-13,61690
2016-02-14,62099
2016-02-15,76750
2016-02-16,77048
2016-02-17,75386
2016-02-18,74491
2016-02-19,73525
2016-02-20,63910
2016-02-21,61244
2016-02-22,75055
2016-02-23,73020
2016-02-24,74895
2016-02-25,74692
2016-02-26,74143
2016-02-27,62835
2016-02-28,60454
2016-02-29,75081
2016-03-01,65659
2016-03-02,75697
2016-03-03,73339
2016-03-04,71181
2016-03-05,61088
2016-03-06,56541
2016-03-07,68654
2016-03-08,71496
2016-03-09,73394
2016-03-10,73534
2016-03-11,73355
2016-03-12,63026
2016-03-13,58472
2016-03-14,71811
2016-03-15,71249
2016-03-16,70048
2016-03-17,68585
2016-03-18,68855
2016-03-19,58798
2016-03-20,55692
2016-03-21,65976
2016-03-22,66468
2016-03-23,66518
2016-03-24,67411
2016-03-25,67803
2016-03-26,59204
2016-03-27,56066
2016-03-28,66453
2016-03-29,66996
2016-03-30,65286
2016-03-31,65372
2016-04-01,63321
2016-04-02,56000
2016-04-03,54758
2016-04-04,64622
2016-04-05,63821
2016-04-06,63973
2016-04-07,65765
2016-04-08,64364
2016-04-09,56897
2016-04-10,53991
2016-04-11,63842
2016-04-12,63629
2016-04-13,61592
2016-04-14,64045
2016-04-15,62730
2016-04-16,56605
2016-04-17,53629
2016-04-18,63016
2016-04-19,63025
2016-04-20,63040
2016-04-21,65489
2016-04-22,62611
2016-04-23,56709
2016-04-24,53148
2016-04-25,61770
2016-04-26,63140
2016-04-27,64566
2016-04-28,62761
2016-04-29,61635
2016-04-30,54824
2016-05-01,52528
2016-05-02,63788
2016-05-03,64682
2016-05-04,60799
2016-05-05,56793
2016-05-06,57534
2016-05-07,53034
2016-05-08,52557
2016-05-09,63579
2016-05-10,64634
2016-05-11,62605
2016-05-12,63305
2016-05-13,63059
2016-05-14,55611
2016-05-15,53811
2016-05-16,62267
2016-05-17,63763
2016-05-18,64944
2016-05-19,66331
2016-05-20,66044
2016-05-21,57439
2016-05-22,54753
2016-05-23,66919
2016-05-24,65836
2016-05-25,65014
2016-05-26,66201
2016-05-27,66831
2016-05-28,58181
2016-05-29,54762
2016-05-30,67467
2016-05-31,68011
2016-06-01,66550
2016-06-02,67243
2016-06-03,67242
2016-06-04,58332
2016-06-05,54852
2016-06-06,58231
2016-06-07,66902
2016-06-08,67384
2016-06-09,68792
2016-06-10,69908
2016-06-11,61226
2016-06-12,56360
2016-06-13,69342
2016-06-14,69628
2016-06-15,68154
2016-06-16,67964
2016-06-17,69037
2016-06-18,61326
2016-06-19,57111
2016-06-20,71333
2016-06-21,72018
2016-06-22,72340
2016-06-23,72816
2016-06-24,70325
2016-06-25,59406
2016-06-26,56370
2016-06-27,70520
2016-06-28,71431
2016-06-29,71556
2016-06-30,72528
2016-07-01,72275
2016-07-02,61952
2016-07-03,56509
2016-07-04,69487
2016-07-05,72993
2016-07-06,71949
2016-07-07,73086
2016-07-08,74997
2016-07-09,66515
2016-07-10,61203
2016-07-11,78197
2016-07-12,76630
2016-07-13,76326
2016-07-14,76203
2016-07-15,74767
2016-07-16,62859
2016-07-17,57401
2016-07-18,71810
2016-07-19,75150
2016-07-20,76667
2016-07-21,76366
2016-07-22,77815
2016-07-23,69122
2016-07-24,65790
2016-07-25,80215
2016-07-26,81110
2016-07-27,80482
2016-07-28,79547
2016-07-29,76408
2016-07-30,66669
2016-07-31,64469
2016-08-01,68944
2016-08-02,68743
2016-08-03,69613
2016-08-04,75694
2016-08-05,77573
2016-08-06,71602
2016-08-07,67510
2016-08-08,83700
2016-08-09,82724
2016-08-10,83123
2016-08-11,84974
2016-08-12,85183
2016-08-13,74429
2016-08-14,67993
2016-08-15,71947
2016-08-16,83068
2016-08-17,83296
2016-08-18,83742
2016-08-19,82770
2016-08-20,72886
2016-08-21,67470
2016-08-22,83731
2016-08-23,82564
2016-08-24,81362
2016-08-25,81780
2016-08-26,71673
2016-08-27,61325
2016-08-28,55005
2016-08-29,67384
2016-08-30,66987
2016-08-31,66093
2016-09-01,72151
2016-09-02,70674
2016-09-03,62793
2016-09-04,59979
2016-09-05,75299
2016-09-06,74763
2016-09-07,74096
2016-09-08,72779
2016-09-09,72942
2016-09-10,64267
2016-09-11,59361
2016-09-12,70245
2016-09-13,67051
2016-09-14,50931
2016-09-15,48036
2016-09-16,51254
2016-09-17,52183
2016-09-18,55063
2016-09-19,66807
2016-09-20,65571
2016-09-21,65243
2016-09-22,66526
2016-09-23,67087
2016-09-24,59413
2016-09-25,55864
2016-09-26,68737
2016-09-27,69576
2016-09-28,68539
2016-09-29,66486
2016-09-30,65346
2016-10-01,57724
2016-10-02,54396
2016-10-03,59881
2016-10-04,68076
2016-10-05,66398
2016-10-06,65864
2016-10-07,66082
2016-10-08,58538
2016-10-09,53219
2016-10-10,64320
2016-10-11,65143
2016-10-12,64249
2016-10-13,65420
2016-10-14,64400
2016-10-15,56484
2016-10-16,54441
2016-10-17,65430
2016-10-18,66241
2016-10-19,65157
2016-10-20,66271
2016-10-21,64898
2016-10-22,57118
2016-10-23,54151
2016-10-24,65420
2016-10-25,66171
2016-10-26,64893
2016-10-27,65786
2016-10-28,65408
2016-10-29,58250
2016-10-30,54656
2016-10-31,68282
2016-11-01,68949
2016-11-02,68711
2016-11-03,68016
2016-11-04,67038
2016-11-05,58041
2016-11-06,55010
2016-11-07,65572
2016-11-08,68309
2016-11-09,67885
2016-11-10,69906
2016-11-11,67352
2016-11-12,58495
2016-11-13,55217
2016-11-14,66834
2016-11-15,67832
2016-11-16,68765
2016-11-17,67768
2016-11-18,67877
2016-11-19,60212
2016-11-20,55821
2016-11-21,68476
2016-11-22,71284
2016-11-23,72066
2016-11-24,74022
2016-11-25,73611
2016-11-26,66203
2016-11-27,59455
2016-11-28,73520
2016-11-29,74156
2016-11-30,74959
2016-12-01,72598
2016-12-02,73589
2016-12-03,62882
2016-12-04,58853
2016-12-05,72596
2016-12-06,74652
2016-12-07,76917
2016-12-08,76313
2016-12-09,73993
2016-12-10,65024
2016-12-11,61800
2016-12-12,77426
2016-12-13,76461
2016-12-14,77634
2016-12-15,78945
2016-12-16,79966
2016-12-17,67116
2016-12-18,61057
2016-12-19,76506
2016-12-20,74281
2016-12-21,74306
2016-12-22,73690
2016-12-23,77048
2016-12-24,66078
2016-12-25,61186
2016-12-26,77204
2016-12-27,76864
2016-12-28,77863
2016-12-29,77900
2016-12-30,76199
2016-12-31,63693
2017-01-01,59234
2017-01-02,72901
2017-01-03,75471
2017-01-04,75778
2017-01-05,76304
2017-01-06,74060
2017-01-07,64879
2017-01-08,59058
2017-01-09,75090
2017-01-10,76690
2017-01-11,78898
2017-01-12,78403
2017-01-13,80079
2017-01-14,69894
2017-01-15,66021
2017-01-16,80790
2017-01-17,81681
2017-01-18,79959
2017-01-19,80171
2017-01-20,81765
2017-01-21,71225
2017-01-22,66749
2017-01-23,83657
2017-01-24,82884
2017-01-25,81686
2017-01-26,78670
2017-01-27,62908
2017-01-28,56442
2017-01-29,57667
2017-01-30,62634
2017-01-31,77034
2017-02-01,80173
2017-02-02,80243
2017-02-03,78232
2017-02-04,67533
2017-02-05,62577
2017-02-06,78251
2017-02-07,80163
2017-02-08,79274
2017-02-09,80002
2017-02-10,81268
2017-02-11,69363
2017-02-12,64047
2017-02-13,79050
2017-02-14,78279
2017-02-15,77770
2017-02-16,75604
2017-02-17,74358
2017-02-18,65574
2017-02-19,61553
2017-02-20,76063
2017-02-21,77149
2017-02-22,78523
2017-02-23,75909
2017-02-24,75970
2017-02-25,64596
2017-02-26,60444
2017-02-27,73564
2017-02-28,73617
2017-03-01,64523
2017-03-02,75921
2017-03-03,74262
2017-03-04,62651
2017-03-05,58780
2017-03-06,73396
2017-03-07,76756
2017-03-08,76634
2017-03-09,74556
2017-03-10,73349
2017-03-11,62468
2017-03-12,57589
2017-03-13,70385
2017-03-14,70674
2017-03-15,71134
2017-03-16,70775
2017-03-17,70322
2017-03-18,61921
2017-03-19,56890
2017-03-20,69809
2017-03-21,68210
2017-03-22,70170
2017-03-23,69549
2017-03-24,69257
2017-03-25,61395
2017-03-26,57467
2017-03-27,70135
2017-03-28,70060
2017-03-29,69891
2017-03-30,67807
2017-03-31,68976
2017-04-01,59219
2017-04-02,56420
2017-04-03,65686
2017-04-04,65973
2017-04-05,68200
2017-04-06,69129
2017-04-07,65396
2017-04-08,56759
2017-04-09,54617
2017-04-10,63993
2017-04-11,65921
2017-04-12,64262
2017-04-13,64430
2017-04-14,64493
2017-04-15,55961
2017-04-16,54282
2017-04-17,66355
2017-04-18,65101
2017-04-19,62985
2017-04-20,65335
2017-04-21,63284
2017-04-22,56424
2017-04-23,54420
2017-04-24,63820
2017-04-25,64533
2017-04-26,63329
2017-04-27,63751
2017-04-28,62861
2017-04-29,55507
2017-04-30,54163
2017-05-01,56790
2017-05-02,62100
2017-05-03,58991
2017-05-04,60366
2017-05-05,56195
2017-05-06,53271
2017-05-07,53449
2017-05-08,63803
2017-05-09,61163
2017-05-10,65137
2017-05-11,65315
2017-05-12,66500
2017-05-13,57892
2017-05-14,54246
2017-05-15,64452
2017-05-16,64434
2017-05-17,65506
2017-05-18,66176
2017-05-19,66619
2017-05-20,58028
2017-05-21,55580
2017-05-22,67482
2017-05-23,67772
2017-05-24,67810
2017-05-25,67007
2017-05-26,64402
2017-05-27,56633
2017-05-28,55277
2017-05-29,69854
2017-05-30,69887
2017-05-31,69234
2017-06-01,68853
2017-06-02,65633
2017-06-03,56898
2017-06-04,54654
2017-06-05,65530
2017-06-06,61087
2017-06-07,67008
2017-06-08,66753
2017-06-09,67241
2017-06-10,58759
2017-06-11,55233
2017-06-12,66895
2017-06-13,68006
2017-06-14,68179
2017-06-15,70246
2017-06-16,71332
2017-06-17,61261
2017-06-18,57785
2017-06-19,72473
2017-06-20,73961
2017-06-21,73408
2017-06-22,73196
2017-06-23,75077
2017-06-24,63296
2017-06-25,58182
2017-06-26,73186
2017-06-27,73199
2017-06-28,74442
2017-06-29,74958
2017-06-30,75413
2017-07-01,64637
2017-07-02,61902
2017-07-03,77051
2017-07-04,78325
2017-07-05,78494
2017-07-06,80673
2017-07-07,78640
2017-07-08,68187
2017-07-09,64400
2017-07-10,78441
2017-07-11,79685
2017-07-12,80087
2017-07-13,81830
2017-07-14,83214
2017-07-15,69532
2017-07-16,65320
2017-07-17,81042
2017-07-18,80451
2017-07-19,82682
2017-07-20,84558
2017-07-21,84586
2017-07-22,75408
2017-07-23,68319
2017-07-24,82052
2017-07-25,83321
2017-07-26,80610
2017-07-27,79180
2017-07-28,78700
2017-07-29,66214
2017-07-30,63971
2017-07-31,69467
2017-08-01,71974
2017-08-02,73103
2017-08-03,74343
2017-08-04,76990
2017-08-05,72300
2017-08-06,70906
2017-08-07,84489
2017-08-08,83775
2017-08-09,80418
2017-08-10,79807
2017-08-11,80629
2017-08-12,69570
2017-08-13,61500
2017-08-14,72855
2017-08-15,67072
2017-08-16,75902
2017-08-17,77288
2017-08-18,77648
2017-08-19,67973
2017-08-20,62497
2017-08-21,79104
2017-08-22,80879
2017-08-23,83840
2017-08-24,83432
2017-08-25,79071
2017-08-26,63547
2017-08-27,59950
2017-08-28,75454
2017-08-29,71234
