tm,cdd_18,hdd_18,cdd_18_ma3,hdd_18_ma3,cdd_18_ma7,hdd_18_ma7
2010-11-05,0.0,6.818448480912842,0.0,8.459977054774791,0.0,7.731463576920031
2010-11-06,0.0,6.073305196055427,0.0,6.961473779902928,0.0,7.733657164605426
2010-11-07,0.0,5.9935599740484555,0.0,6.295104550338908,0.0,7.732397658297026
2010-11-08,0.0,9.103008023293217,0.0,7.056624397799034,0.0,8.148510862522764
2010-11-09,0.0,12.593405968358415,0.0,9.229991321900028,0.0,8.449030046582841
2010-11-10,0.0,12.513254193263537,0.0,11.403222728305055,0.0,8.726807071238914
2010-11-11,0.0,7.606602274629031,0.0,10.904420812083663,0.0,8.671654872937275
2010-11-12,0.0,7.716149087295028,0.0,9.278668518395866,0.0,8.799897816706158
2010-11-13,0.0,7.524086721929002,0.0,7.615612694617687,0.0,9.007152320402383
2010-11-14,0.0,9.556825201512742,0.0,8.265687003578924,0.0,9.516190210040138
2010-11-15,0.0,14.255866825550715,0.0,10.44559291633082,0.0,10.252312896076925
2010-11-16,0.0,14.019967122674384,0.0,12.610886383245946,0.0,10.456107346693491
2010-11-17,0.0,11.722159450496015,0.0,13.332664466240372,0.0,10.343093812012416
2010-11-18,0.0,11.807238619797673,0.0,12.51645506432269,0.0,10.943184718465078
2010-11-19,0.0,12.371154102966795,0.0,11.96685072442016,0.0,11.608185434989618
2010-11-20,0.0,9.902181293620881,0.0,11.360191338795117,0.0,11.947913230945602
2010-11-21,0.0,7.269514269098233,0.0,9.847616555228635,0.0,11.621154526314955
2010-11-22,0.0,9.589804056032843,0.0,8.920499872917318,0.0,10.954574130669545
2010-11-23,0.0,11.663529634549413,0.0,9.507615986560163,0.0,10.61794020379455
2010-11-24,0.0,10.62881210355616,0.0,10.627381931379473,0.0,10.461747725660285
2010-11-25,0.0,12.785307146103948,0.0,11.69254962806984,0.0,10.601471800846895
2010-11-26,0.0,16.06069731516556,0.0,13.158272188275221,0.0,11.128549402589575
