년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),최소전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,최소전력기준일시
2010,01,01,73470,72003,56391,-,15612,27.7,2010/01/01(01:00),-
2010,01,02,73470,71953,55470,-,16483,29.7,2010/01/02(24:00),-
2010,01,03,73470,71958,55581,-,16377,29.5,2010/01/03(24:00),-
2010,01,04,73470,72688,66149,-,6539,9.9,2010/01/04(12:00),-
2010,01,05,73470,72770,66901,-,5869,8.8,2010/01/05(18:00),-
2010,01,06,73470,72580,67855,-,4725,7,2010/01/06(12:00),-
2010,01,07,73470,72963,68273,-,4690,6.9,2010/01/07(11:00),-
2010,01,08,73470,72963,68555,-,4408,6.4,2010/01/08(11:00),-
2010,01,09,73470,72328,61277,-,11051,18,2010/01/09(12:00),-
2010,01,10,73470,73604,57900,-,15704,27.1,2010/01/10(01:00),-
2010,01,11,73470,73430,68202,-,5228,7.7,2010/01/11(12:00),-
2010,01,12,73470,72957,68758,-,4199,6.1,2010/01/12(11:00),-
2010,01,13,73470,73722,68963,-,4759,6.9,2010/01/13(12:00),-
2010,01,14,73470,74014,68937,-,5077,7.4,2010/01/14(11:00),-
2010,01,15,73470,73454,68539,-,4915,7.2,2010/01/15(11:00),-
2010,01,16,73470,73621,61076,-,12545,20.5,2010/01/16(01:00),-
2010,01,17,73470,72987,58140,-,14847,25.5,2010/01/17(01:00),-
2010,01,18,73470,73018,67347,-,5671,8.4,2010/01/18(11:00),-
2010,01,19,73470,73627,66095,-,7532,11.4,2010/01/19(11:00),-
2010,01,20,73470,73687,63608,-,10079,15.8,2010/01/20(11:00),-
2010,01,21,73470,73750,64783,-,8967,13.8,2010/01/21(19:00),-
2010,01,22,73470,74651,66357,-,8294,12.5,2010/01/22(11:00),-
2010,01,23,73470,74292,59704,-,14588,24.4,2010/01/23(24:00),-
2010,01,24,73470,74651,56835,-,17816,31.3,2010/01/24(01:00),-
2010,01,25,73470,74410,65677,-,8733,13.3,2010/01/25(19:00),-
2010,01,26,73470,74520,66754,-,7766,11.6,2010/01/26(11:00),-
2010,01,27,73470,73990,65585,-,8405,12.8,2010/01/27(11:00),-
2010,01,28,73470,73730,63737,-,9993,15.7,2010/01/28(11:00),-
2010,01,29,73470,73980,65033,-,8947,13.8,2010/01/29(11:00),-
2010,01,30,73470,73965,58093,-,15872,27.3,2010/01/30(11:00),-
2010,01,31,73470,73570,54660,-,18910,34.6,2010/01/31(24:00),-
2010,02,01,73470,72520,64747,-,7773,12,2010/02/01(11:00),-
2010,02,02,73470,73290,65362,-,7928,12.1,2010/02/02(11:00),-
2010,02,03,73470,73013,67158,-,5855,8.7,2010/02/03(11:00),-
2010,02,04,73470,73400,66878,-,6522,9.8,2010/02/04(11:00),-
2010,02,05,73470,73400,66347,-,7053,10.6,2010/02/05(11:00),-
2010,02,06,73470,73400,60583,-,12817,21.2,2010/02/06(11:00),-
2010,02,07,73470,73160,56968,-,16192,28.4,2010/02/07(07:00),-
2010,02,08,73470,73594,65554,-,8040,12.3,2010/02/08(11:00),-
2010,02,09,73470,73196,64692,-,8504,13.1,2010/02/09(11:00),-
2010,02,10,73470,73117,63648,-,9469,14.9,2010/02/10(11:00),-
2010,02,11,73470,73126,64432,-,8694,13.5,2010/02/11(12:00),-
2010,02,12,73470,73173,62160,-,11013,17.7,2010/02/12(12:00),-
2010,02,13,73470,72725,53947,-,18778,34.8,2010/02/13(01:00),-
2010,02,14,73470,72433,48762,-,23671,48.5,2010/02/14(24:00),-
2010,02,15,73470,71807,51038,-,20769,40.7,2010/02/15(15:00),-
2010,02,16,73470,71097,56551,-,14546,25.7,2010/02/16(24:00),-
2010,02,17,73470,70591,63991,-,6600,10.3,2010/02/17(11:00),-
2010,02,18,73470,71077,64717,-,6360,9.8,2010/02/18(11:00),-
2010,02,19,73470,70957,64530,-,6427,10,2010/02/19(11:00),-
2010,02,20,73470,69646,57670,-,11976,20.8,2010/02/20(11:00),-
2010,02,21,73470,69099,53941,-,15158,28.1,2010/02/21(01:00),-
2010,02,22,73470,70184,62072,-,8112,13.1,2010/02/22(11:00),-
2010,02,23,73470,70136,60745,-,9391,15.5,2010/02/23(11:00),-
2010,02,24,73470,69368,58871,-,10497,17.8,2010/02/24(11:00),-
2010,02,25,73470,69285,58443,-,10842,18.6,2010/02/25(12:00),-
2010,02,26,73470,69847,57875,-,11972,20.7,2010/02/26(12:00),-
2010,02,27,73470,68945,53514,-,15431,28.8,2010/02/27(24:00),-
2010,02,28,73470,68404,50703,-,17701,34.9,2010/02/28(24:00),-
2010,03,01,73470,68719,54174,-,14545,26.8,2010/03/01(24:00),-
2010,03,02,73470,69389,61058,-,8331,13.6,2010/03/02(11:00),-
2010,03,03,73470,69378,60567,-,8811,14.5,2010/03/03(11:00),-
2010,03,04,73470,69390,60678,-,8712,14.4,2010/03/04(12:00),-
2010,03,05,73470,69019,59940,-,9079,15.1,2010/03/05(11:00),-
2010,03,06,73470,67090,54973,-,12117,22,2010/03/06(24:00),-
2010,03,07,73470,67141,52649,-,14492,27.5,2010/03/07(07:00),-
2010,03,08,734700,68264,60869,-,7395,12.1,2010/03/08(11:00),-
2010,03,09,73470,68115,61719,-,6396,10.4,2010/03/09(11:00),-
2010,03,10,73470,68648,63520,-,5128,8.1,2010/03/10(11:00),-
2010,03,11,73470,68510,61714,-,6796,11,2010/03/11(11:00),-
2010,03,12,73470,68437,60238,-,8199,13.6,2010/03/12(11:00),-
2010,03,13,73470,66136,54685,-,11451,20.9,2010/03/13(11:00),-
2010,03,14,73470,65855,51175,-,14680,28.7,2010/03/14(01:00),-
2010,03,15,73470,66977,59614,-,7363,12.4,2010/03/15(11:00),-
2010,03,16,73470,67329,60522,-,6807,11.2,2010/03/16(11:00),-
2010,03,17,73470,67364,60693,-,6671,11,2010/03/17(11:00),-
2010,03,18,73470,67441,61895,-,5546,9,2010/03/18(11:00),-
2010,03,19,73470,67228,60987,-,6241,10.2,2010/03/19(11:00),-
2010,03,20,73470,67548,54215,-,13333,24.6,2010/03/20(24:00),-
2010,03,21,73470,68240,52065,-,16175,31.1,2010/03/21(23:00),-
2010,03,22,73470,67457,61342,-,6115,10,2010/03/22(17:00),-
2010,03,23,73470,67187,61085,-,6102,10,2010/03/23(11:00),-
2010,03,24,73470,66934,58629,-,8305,14.2,2010/03/24(11:00),-
2010,03,25,73470,67308,60204,-,7104,11.8,2010/03/25(20:00),-
2010,03,26,73470,67762,60478,-,7284,12,2010/03/26(11:00),-
2010,03,27,73470,66048,54334,-,11714,21.6,2010/03/27(11:00),-
2010,03,28,73470,65767,51532,-,14235,27.6,2010/03/28(23:00),-
2010,03,29,73470,66169,58571,-,7598,13,2010/03/29(11:00),-
2010,03,30,73470,66887,58949,-,7938,13.5,2010/03/30(11:00),-
2010,03,31,73470,66092,59738,-,6354,10.6,2010/03/31(11:00),-
2010,04,01,73470,66370,58130,-,8240,14.2,2010/04/01(11:00),-
2010,04,02,73470,65878,57662,-,8216,14.2,2010/04/02(11:00),-
2010,04,03,73470,63738,53429,-,10309,19.3,2010/04/03(24:00),-
2010,04,04,73470,63672,50063,-,13609,27.2,2010/04/04(23:00),-
2010,04,05,73470,64464,55671,-,8793,15.8,2010/04/05(20:00),-
2010,04,06,73470,64654,56978,-,7676,13.5,2010/04/06(11:00),-
2010,04,07,73470,65116,56624,-,8492,15,2010/04/07(20:00),-
2010,04,08,73470,65348,56916,-,8432,14.8,2010/04/08(11:00),-
2010,04,09,73470,64561,55600,-,8961,16.1,2010/04/09(11:00),-
2010,04,10,73470,64640,51203,-,13437,26.2,2010/04/10(11:00),-
2010,04,11,73673,64719,48636,-,16083,33.1,2010/04/11(23:00),-
2010,04,12,73673,64150,56017,-,8133,14.5,2010/04/12(11:00),-
2010,04,13,73673,64537,58181,-,6356,10.9,2010/04/13(20:00),-
2010,04,14,73673,64619,58304,-,6315,10.8,2010/04/14(20:00),-
2010,04,15,73673,64862,58131,-,6731,11.6,2010/04/15(11:00),-
2010,04,16,73673,64676,56590,-,8086,14.3,2010/04/16(11:00),-
2010,04,17,73673,65931,52212,-,13719,26.3,2010/04/17(24:00),-
2010,04,18,73673,66110,49721,-,16389,33,2010/04/18(23:00),-
2010,04,19,73673,66281,55814,-,10467,18.8,2010/04/19(20:00),-
2010,04,20,73673,66163,55078,-,11085,20.1,2010/04/20(20:00),-
2010,04,21,73673,66163,55520,-,10643,19.2,2010/04/21(20:00),-
2010,04,22,73673,66539,56553,-,9986,17.7,2010/04/22(11:00),-
2010,04,23,73673,66660,55370,-,11290,20.4,2010/04/23(11:00),-
2010,04,24,73673,65635,51033,-,14602,28.6,2010/04/24(23:00),-
2010,04,25,73673,65955,48521,-,17434,35.9,2010/04/25(23:00),-
2010,04,26,73673,65997,56083,-,9914,17.7,2010/04/26(20:00),-
2010,04,27,73673,64426,56387,-,8039,14.3,2010/04/27(20:00),-
2010,04,28,73673,65956,58766,-,7190,12.2,2010/04/28(15:00),-
2010,04,29,73673,66532,56313,-,10219,18.1,2010/04/29(11:00),-
2010,04,30,73673,66437,55018,-,11419,20.8,2010/04/30(11:00),-
2010,05,01,73673,66373,49267,-,17106,34.7,2010/05/01(01:00),-
2010,05,02,73673,65730,47824,-,17906,37.4,2010/05/02(23:00),-
2010,05,03,73673,65147,54328,-,10819,19.9,2010/05/03(20:00),-
2010,05,04,73673,65002,54128,-,10874,20.1,2010/05/04(20:00),-
2010,05,05,73673,64866,50631,-,14235,28.1,2010/05/05(21:00),-
2010,05,06,73673,64845,54703,-,10142,18.5,2010/05/06(20:00),-
2010,05,07,73673,64288,53512,-,10776,20.1,2010/05/07(11:00),-
2010,05,08,73673,64308,49220,-,15088,30.7,2010/05/08(11:00),-
2010,05,09,73673,64822,46677,-,18145,38.9,2010/05/09(21:00),-
2010,05,10,73673,63967,53919,-,10048,18.6,2010/05/10(21:00),-
2010,05,11,73673,63467,54209,-,9258,17.1,2010/05/11(21:00),-
2010,05,12,73673,63467,53564,-,9903,18.5,2010/05/12(13:00),-
2010,05,13,73673,64167,53707,-,10460,19.5,2010/05/13(21:00),-
2010,05,14,73673,63917,53540,-,10377,19.4,2010/05/14(15:00),-
2010,05,15,73673,63466,49725,-,13741,27.6,2010/05/15(11:00),-
2010,05,16,73673,64832,46502,-,18330,39.4,2010/05/16(21:00),-
2010,05,17,73673,64872,54482,-,10390,19.1,2010/05/17(15:00),-
2010,05,18,73673,65153,55244,-,9909,17.9,2010/05/18(15:00),-
2010,05,19,73673,64952,54308,-,10644,19.6,2010/05/19(15:00),-
2010,05,20,73673,65579,55393,-,10186,18.4,2010/05/20(15:00),-
2010,05,21,73673,65652,51089,-,14563,28.5,2010/05/21(21:00),-
2010,05,22,73673,64564,48959,-,15605,31.9,2010/05/22(12:00),-
2010,05,23,73673,65243,46849,-,18394,39.3,2010/05/23(23:00),-
2010,05,24,74407,64376,54076,-,10300,19,2010/05/24(15:00),-
2010,05,25,74407,63713,54352,-,9361,17.2,2010/05/25(11:00),-
2010,05,26,74407,64079,54148,-,9931,18.3,2010/05/26(15:00),-
2010,05,27,74407,64476,54253,-,10223,18.8,2010/05/27(21:00),-
2010,05,28,74407,64507,54403,-,10104,18.6,2010/05/28(15:00),-
2010,05,29,74407,63715,50137,-,13578,27.1,2010/05/29(12:00),-
2010,05,30,74407,63879,46909,-,16970,36.2,2010/05/30(21:00),-
2010,05,31,74407,64018,53838,-,10180,18.9,2010/05/31(15:00),-
2010,06,01,74407,64558,54197,-,10361,19.1,2010/06/01(17:00),-
2010,06,02,74407,66353,51954,-,14399,27.7,2010/06/02(21:00),-
2010,06,03,74407,65557,56224,-,9333,16.6,2010/06/03(17:00),-
2010,06,04,74407,65463,57021,-,8442,14.8,2010/06/04(15:00),-
2010,06,05,74407,65237,52282,-,12955,24.8,2010/06/05(12:00),-
2010,06,06,74407,65986,48278,-,17708,36.7,2010/06/06(21:00),-
2010,06,07,74407,66816,59364,-,7452,12.6,2010/06/07(15:00),-
2010,06,08,74407,66771,59341,-,7430,12.5,2010/06/08(17:00),-
2010,06,09,74407,67054,60564,-,6490,10.7,2010/06/09(15:00),-
2010,06,10,74407,67316,61464,-,5852,9.5,2010/06/10(15:00),-
2010,06,11,74407,67509,60497,-,7012,11.6,2010/06/11(15:00),-
2010,06,12,74407,67486,52380,-,15106,28.8,2010/06/12(12:00),-
2010,06,13,74407,67481,49237,-,18244,37.1,2010/06/13(21:00),-
2010,06,14,74407,68009,59693,-,8316,13.9,2010/06/14(15:00),-
2010,06,15,74407,68403,61656,-,6747,10.9,2010/06/15(15:00),-
2010,06,16,74407,69734,60091,-,9643,16,2010/06/16(15:00),-
2010,06,17,74407,70005,62269,-,7736,12.4,2010/06/17(15:00),-
2010,06,18,74407,70465,62479,-,7986,12.8,2010/06/18(15:00),-
2010,06,19,74407,70626,54962,-,15664,28.5,2010/06/19(12:00),-
2010,06,20,74407,70076,49737,-,20339,40.9,2010/06/20(21:00),-
2010,06,21,74407,71088,61058,-,10030,16.4,2010/06/21(17:00),-
2010,06,22,74407,71396,60265,-,11131,18.5,2010/06/22(15:00),-
2010,06,23,74407,71246,60629,-,10617,17.5,2010/06/23(15:00),-
2010,06,24,74407,71288,62130,-,9158,14.7,2010/06/24(15:00),-
2010,06,25,74407,71565,62828,-,8737,13.9,2010/06/25(15:00),-
2010,06,26,74407,71488,54224,-,17264,31.8,2010/06/26(12:00),-
2010,06,27,74407,70617,49412,-,21205,42.9,2010/06/27(21:00),-
2010,06,28,74407,72153,61810,-,10343,16.7,2010/06/28(15:00),-
2010,06,29,74407,72343,62699,-,9644,15.4,2010/06/29(15:00),-
2010,06,30,74407,72763,62044,-,10719,17.3,2010/06/30(15:00),-
2010,07,01,74407,72754,63274,-,9480,15,2010/07/01(15:00),-
2010,07,02,74407,72728,63277,-,9451,14.9,2010/07/02(15:00),-
2010,07,03,74407,71769,56545,-,15224,26.9,2010/07/03(15:00),-
2010,07,04,74407,72006,52044,-,19962,38.4,2010/07/04(21:00),-
2010,07,05,74407,72195,64587,-,7608,11.8,2010/07/05(15:00),-
2010,07,06,74407,71849,65025,-,6824,10.5,2010/07/06(15:00),-
2010,07,07,74407,71285,64839,-,6446,9.9,2010/07/07(07:00),-
2010,07,08,74407,72801,63493,-,9308,14.7,2010/07/08(15:00),-
2010,07,09,74407,72953,63904,-,9049,14.2,2010/07/09(15:00),-
2010,07,10,74407,72026,56927,-,15099,26.5,2010/07/10(12:00),-
2010,07,11,74407,71918,50322,-,21596,42.9,2010/07/11(21:00),-
2010,07,12,74407,73805,62649,-,11156,17.8,2010/07/12(15:00),-
2010,07,13,74407,73868,63409,-,10459,16.5,2010/07/13(15:00),-
2010,07,14,74407,73839,63985,-,9854,15.4,2010/07/14(15:00),-
2010,07,15,74407,73358,64795,-,8563,13.2,2010/07/15(15:00),-
2010,07,16,74407,71623,63439,-,8184,12.9,2010/07/16(15:00),-
2010,07,17,74407,72067,56700,-,15367,27.1,2010/07/17(12:00),-
2010,07,18,74407,72962,53048,-,19914,37.5,2010/07/18(21:00),-
2010,07,19,74407,73810,65683,-,8127,12.4,2010/07/19(15:00),-
2010,07,20,74407,73810,67008,-,6802,10.2,2010/07/20(15:00),-
2010,07,21,74407,73815,66850,-,6965,10.4,2010/07/21(15:00),-
2010,07,22,74407,73325,67619,-,5706,8.4,2010/07/22(15:00),-
2010,07,23,74407,72742,63799,-,8943,14,2010/07/23(15:00),-
2010,07,24,74407,72905,58717,-,14188,24.2,2010/07/24(15:00),-
2010,07,25,74407,73815,53154,-,20661,38.9,2010/07/25(21:00),-
2010,07,26,74407,73270,65445,-,7825,12,2010/07/26(15:00),-
2010,07,27,74407,73270,67323,-,5947,8.8,2010/07/27(15:00),-
2010,07,28,74407,73270,64904,-,8366,12.9,2010/07/28(15:00),-
2010,07,29,74407,73270,66192,-,7078,10.7,2010/07/29(15:00),-
2010,07,30,74407,73155,64812,-,8343,12.9,2010/07/30(15:00),-
2010,07,31,74407,72301,54739,-,17562,32.1,2010/07/31(15:00),-
2010,08,01,74407,72884,53946,-,18938,35.1,2010/08/01(21:00),-
2010,08,02,74407,73559,58915,-,14644,24.9,2010/08/02(15:00),-
2010,08,03,74407,73820,58086,-,15734,27.1,2010/08/03(15:00),-
2010,08,04,74407,73820,62663,-,11157,17.8,2010/08/04(15:00),-
2010,08,05,74407,73820,66609,-,7211,10.8,2010/08/05(15:00),-
2010,08,06,74407,73820,65633,-,8187,12.5,2010/08/06(15:00),-
2010,08,07,74407,73193,59045,-,14148,24,2010/08/07(12:00),-
2010,08,08,74407,73103,54975,-,18128,33,2010/08/08(21:00),-
2010,08,09,74407,73569,67287,-,6282,9.3,2010/08/09(15:00),-
2010,08,10,74407,73569,65800,-,7769,11.8,2010/08/10(15:00),-
2010,08,11,74407,72696,65206,-,7490,11.5,2010/08/11(17:00),-
2010,08,12,74407,73569,63461,-,10108,15.9,2010/08/12(12:00),-
2010,08,13,74407,73211,65504,-,7707,11.8,2010/08/13(15:00),-
2010,08,14,74407,72521,58726,-,13795,23.5,2010/08/14(12:00),-
2010,08,15,74407,72834,54015,-,18819,34.8,2010/08/15(21:00),-
2010,08,16,74407,72421,63646,-,8775,13.8,2010/08/16(12:00),-
2010,08,17,74407,73259,64676,-,8583,13.3,2010/08/17(15:00),-
2010,08,18,74407,73574,67452,-,6122,9.1,2010/08/18(15:00),-
2010,08,19,74407,73574,68493,-,5081,7.4,2010/08/19(15:00),-
2010,08,20,74407,74344,69886,-,4458,6.4,2010/08/20(15:00),-
2010,08,21,74407,73374,64327,-,9047,14.1,2010/08/21(15:00),-
2010,08,22,74407,73110,58594,-,14516,24.8,2010/08/22(21:00),-
2010,08,23,74407,73966,69404,-,4562,6.6,2010/08/23(15:00),-
2010,08,24,74407,73966,66982,-,6984,10.4,2010/08/24(15:00),-
2010,08,25,74407,74826,65140,-,9686,14.9,2010/08/25(12:00),-
2010,08,26,74407,74579,66283,-,8296,12.5,2010/08/26(15:00),-
2010,08,27,74407,73959,67781,-,6178,9.1,2010/08/27(15:00),-
2010,08,28,74407,72038,59400,-,12638,21.3,2010/08/28(12:00),-
2010,08,29,74407,73063,54204,-,18859,34.8,2010/08/29(20:00),-
2010,08,30,74407,72728,67230,-,5498,8.2,2010/08/30(15:00),-
2010,08,31,74407,73053,66242,-,6811,10.3,2010/08/31(15:00),-
2010,09,01,74407,73054,68842,-,4212,6.1,2010/09/01(15:00),-
2010,09,02,74407,72408,63901,-,8507,13.3,2010/09/02(17:00),-
2010,09,03,74407,71936,67802,-,4134,6.1,2010/09/03(15:00),-
2010,09,04,74407,70277,62239,-,8038,12.9,2010/09/04(15:00),-
2010,09,05,74407,70040,54902,-,15138,27.6,2010/09/05(20:00),-
2010,09,06,74407,70785,66362,-,4423,6.7,2010/09/06(15:00),-
2010,09,07,74407,70502,63906,-,6596,10.3,2010/09/07(15:00),-
2010,09,08,74407,70785,59598,-,11187,18.8,2010/09/08(12:00),-
2010,09,09,74407,70785,60665,-,10120,16.7,2010/09/09(20:00),-
2010,09,10,74407,70785,64312,-,6473,10.1,2010/09/10(15:00),-
2010,09,11,74407,69792,58590,-,11202,19.1,2010/09/11(15:00),-
2010,09,12,74407,69801,52039,-,17762,34.1,2010/09/12(20:00),-
2010,09,13,74407,70055,62758,-,7297,11.6,2010/09/13(15:00),-
2010,09,14,74407,70055,63188,-,6867,10.9,2010/09/14(15:00),-
2010,09,15,74407,69590,62527,-,7063,11.3,2010/09/15(15:00),-
2010,09,16,74407,69590,62644,-,6946,11.1,2010/09/16(15:00),-
2010,09,17,74407,69600,63411,-,6189,9.8,2010/09/17(15:00),-
2010,09,18,74407,67123,58479,-,8644,14.8,2010/09/18(15:00),-
2010,09,19,74407,67132,52757,-,14375,27.2,2010/09/19(20:00),-
2010,09,20,74407,67386,55804,-,11582,20.8,2010/09/20(12:00),-
2010,09,21,74407,66730,45151,-,21579,47.8,2010/09/21(20:00),-
2010,09,22,74407,67530,38764,-,28766,74.2,2010/09/22(23:00),-
2010,09,23,74407,67264,41282,-,25982,62.9,2010/09/23(20:00),-
2010,09,24,74407,66645,47132,-,19513,41.4,2010/09/24(20:00),-
2010,09,25,74407,66293,48664,-,17629,36.2,2010/09/25(20:00),-
2010,09,26,74407,67117,48466,-,18651,38.5,2010/09/26(20:00),-
2010,09,27,74407,66591,56095,-,10496,18.7,2010/09/27(20:00),-
2010,09,28,74407,66546,56040,-,10506,18.7,2010/09/28(20:00),-
2010,09,29,74407,66313,55918,-,10395,18.6,2010/09/29(20:00),-
2010,09,30,74407,67634,56247,-,11387,20.2,2010/09/30(20:00),-
2010,10,01,74407,67372,55938,-,11434,20.4,2010/10/01(20:00),-
2010,10,02,74407,67979,51865,-,16114,31.1,2010/10/02(12:00),-
2010,10,03,74407,67125,48264,-,18861,39.1,2010/10/03(20:00),-
2010,10,04,74407,66662,56515,-,10147,18,2010/10/04(19:00),-
2010,10,05,74407,67170,56438,-,10732,19,2010/10/05(20:00),-
2010,10,06,74407,67306,56475,-,10831,19.2,2010/10/06(20:00),-
2010,10,07,75712,66599,57373,-,9226,16.1,2010/10/07(19:00),-
2010,10,08,75712,66764,57084,-,9680,17,2010/10/08(19:00),-
2010,10,09,75712,65585,50452,-,15133,30,2010/10/09(11:00),-
2010,10,10,75712,67086,48332,-,18754,38.8,2010/10/10(20:00),-
2010,10,11,75712,66687,57773,-,8914,15.4,2010/10/11(19:00),-
2010,10,12,75712,66696,57712,-,8984,15.6,2010/10/12(19:00),-
2010,10,13,75712,66453,57364,-,9089,15.8,2010/10/13(19:00),-
2010,10,14,75712,66480,57818,-,8662,15,2010/10/14(19:00),-
2010,10,15,75712,65087,57057,-,8030,14.1,2010/10/15(19:00),-
2010,10,16,75712,63972,51213,-,12759,24.9,2010/10/16(19:00),-
2010,10,17,75712,64677,48850,-,15827,32.4,2010/10/17(23:00),-
2010,10,18,75712,64413,57601,-,6812,11.8,2010/10/18(19:00),-
2010,10,19,75712,64649,58124,-,6525,11.2,2010/10/19(19:00),-
2010,10,20,75712,65503,57494,-,8009,13.9,2010/10/20(19:00),-
2010,10,21,75712,65312,58268,-,7044,12.1,2010/10/21(19:00),-
2010,10,22,75712,65365,57184,-,8181,14.3,2010/10/22(19:00),-
2010,10,23,75712,66025,50843,-,15182,29.9,2010/10/23(19:00),-
2010,10,24,75712,65553,49157,-,16396,33.4,2010/10/24(23:00),-
2010,10,25,75712,66551,58170,-,8381,14.4,2010/10/25(19:00),-
2010,10,26,75712,67227,60330,-,6897,11.4,2010/10/26(19:00),-
2010,10,27,75712,67067,59328,-,7739,13,2010/10/27(19:00),-
2010,10,28,75712,66474,60003,-,6471,10.8,2010/10/28(19:00),-
2010,10,29,75816,67129,58414,-,8715,14.9,2010/10/29(19:00),-
2010,10,30,75816,65889,51919,-,13970,26.9,2010/10/30(23:00),-
2010,10,31,75816,67248,50057,-,17191,34.3,2010/10/31(23:00),-
2010,11,01,75816,66881,58325,-,8556,14.7,2010/11/01(19:00),-
2010,11,02,75816,66577,60444,-,6133,10.1,2010/11/02(19:00),-
2010,11,03,75816,66780,59648,-,7132,12,2010/11/03(19:00),-
2010,11,04,75816,67048,60006,-,7042,11.7,2010/11/04(19:00),-
2010,11,05,75816,67867,58874,-,8993,15.3,2010/11/05(19:00),-
2010,11,06,75816,67841,53375,-,14466,27.1,2010/11/06(11:00),-
2010,11,07,75816,68485,50906,-,17579,34.5,2010/11/07(23:00),-
2010,11,08,75816,68504,61506,-,6998,11.4,2010/11/08(19:00),-
2010,11,09,75816,69379,62623,-,6756,10.8,2010/11/09(19:00),-
2010,11,10,75816,70421,60837,-,9584,15.8,2010/11/10(19:00),-
2010,11,11,75816,70561,60749,-,9812,16.2,2010/11/11(19:00),-
2010,11,12,75816,70319,60282,-,10037,16.7,2010/11/12(19:00),-
2010,11,13,75816,69656,54292,-,15364,28.3,2010/11/13(11:00),-
2010,11,14,75816,69385,52299,-,17086,32.7,2010/11/14(23:00),-
2010,11,15,75950,70598,63009,-,7589,12,2010/11/15(19:00),-
2010,11,16,75950,70958,63204,-,7754,12.3,2010/11/16(19:00),-
2010,11,17,75950,71258,61785,-,9473,15.3,2010/11/17(10:00),-
2010,11,18,75950,71034,62482,-,8552,13.7,2010/11/18(19:00),-
2010,11,19,75950,70957,62270,-,8687,14,2010/11/19(11:00),-
2010,11,20,75950,70072,56191,-,13881,24.7,2010/11/20(01:00),-
2010,11,21,75950,70916,52209,-,18707,35.8,2010/11/21(23:00),-
2010,11,22,75950,71197,62052,-,9145,14.7,2010/11/22(19:00),-
2010,11,23,75950,71315,62576,-,8739,14,2010/11/23(19:00),-
2010,11,24,75950,71467,61352,-,10115,16.5,2010/11/24(19:00),-
2010,11,25,75950,71401,63802,-,7599,11.9,2010/11/25(19:00),-
2010,11,26,75950,71410,64100,-,7310,11.4,2010/11/26(18:00),-
2010,11,27,75950,70695,58710,-,11985,20.4,2010/11/27(11:00),-
2010,11,28,75950,71622,55891,-,15731,28.1,2010/11/28(24:00),-
2010,11,29,75950,71710,64984,-,6726,10.4,2010/11/29(11:00),-
2010,11,30,75950,71431,63154,-,8277,13.1,2010/11/30(11:00),-
2010,12,01,76078,71441,62842,-,8599,13.7,2010/12/01(11:00),-
2010,12,02,76078,72137,62690,-,9447,15.1,2010/12/02(18:00),-
2010,12,03,76078,72131,65414,-,6717,10.3,2010/12/03(18:00),-
2010,12,04,76078,71960,59111,-,12849,21.7,2010/12/04(11:00),-
2010,12,05,76078,72040,54345,-,17695,32.6,2010/12/05(01:00),-
2010,12,06,76078,72430,65324,-,7106,10.9,2010/12/06(18:00),-
2010,12,07,76078,72721,66728,-,5993,9,2010/12/07(18:00),-
2010,12,08,76078,73573,67295,-,6278,9.3,2010/12/08(18:00),-
2010,12,09,76078,73942,67817,-,6125,9,2010/12/09(18:00),-
2010,12,10,76078,73975,67505,-,6470,9.6,2010/12/10(11:00),-
2010,12,11,76078,73558,60423,-,13135,21.7,2010/12/11(24:00),-
2010,12,12,76078,73283,57531,-,15752,27.4,2010/12/12(24:00),-
2010,12,13,76078,73326,68739,-,4587,6.7,2010/12/13(11:00),-
2010,12,14,76078,74371,69614,-,4757,6.8,2010/12/14(18:00),-
2010,12,15,76078,75747,71308,-,4439,6.2,2010/12/15(18:00),-
2010,12,16,76078,75752,71258,-,4494,6.3,2010/12/16(11:00),-
2010,12,17,76078,75763,71060,-,4703,6.6,2010/12/17(11:00),-
2010,12,18,76078,72660,62928,-,9732,15.5,2010/12/18(11:00),-
2010,12,19,76078,71476,57830,-,13646,23.6,2010/12/19(01:00),-
2010,12,20,76078,74551,66377,-,8174,12.3,2010/12/20(18:00),-
2010,12,21,76078,74687,67445,-,7242,10.7,2010/12/21(11:00),-
2010,12,22,76078,73441,66055,-,7386,11.2,2010/12/22(10:00),-
2010,12,23,76078,73962,67320,-,6642,9.9,2010/12/23(19:00),-
2010,12,24,76078,74312,69950,-,4362,6.2,2010/12/24(12:00),-
2010,12,25,76078,73416,63874,-,9542,14.9,2010/12/25(01:00),-
2010,12,26,76078,72246,60856,-,11390,18.7,2010/12/26(24:00),-
2010,12,27,76078,75184,70107,-,5077,7.2,2010/12/27(12:00),-
2010,12,28,76078,75184,70018,-,5166,7.4,2010/12/28(12:00),-
2010,12,29,76078,75213,69708,-,5505,7.9,2010/12/29(11:00),-
2010,12,30,76078,75631,69000,-,6631,9.6,2010/12/30(12:00),-
2010,12,31,76078,75332,67331,-,8001,11.9,2010/12/31(11:00),-
2011,01,01,76078,75003,59796,-,15207,25.4,2011/01/01(01:00),-
2011,01,02,76078,75102,59173,-,15929,26.9,2011/01/02(24:00),-
2011,01,03,76131,75170,70868,-,4302,6.1,2011/01/03(12:00),-
