년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),최소전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,최소전력기준일시
2022,08,29,134509,98962,75328,-,23634,31.4,2022/08/29(15:00),-
2022,08,30,134509,99404,77097,-,22307,28.9,2022/08/30(15:00),-
2022,08,31,134695,99257,74990,-,24267,32.4,2022/08/31(11:00),-
2022,09,01,134695,98608,78089,-,20519,26.3,2022/09/01(17:00),-
2022,09,02,134695,99473,77142,-,22331,28.9,2022/09/02(17:00),-
2022,09,03,134695,95712,67164,-,28548,42.5,2022/09/03(20:00),-
2022,09,04,134695,97062,67901,-,29161,42.9,2022/09/04(20:00),-
2022,09,05,134695,97945,79872,-,18073,22.6,2022/09/05(15:00),-
2022,09,06,134695,97699,73602,-,24097,32.7,2022/09/06(18:00),-
2022,09,07,134702,98348,73807,-,24541,33.3,2022/09/07(18:00),-
2022,09,08,134702,95199,67681,-,27518,40.7,2022/09/08(20:00),-
2022,09,09,134702,94422,57303,-,37119,64.8,2022/09/09(20:00),-
2022,09,10,134702,93326,53936,-,39390,73,2022/09/10(20:00),-
2022,09,11,134702,91779,57250,-,34529,60.3,2022/09/11(20:00),-
2022,09,12,134702,91334,61790,-,29544,47.8,2022/09/12(20:00),-
2022,09,13,134702,92082,75687,-,16395,21.7,2022/09/13(17:00),-
2022,09,14,134702,93018,76406,-,16612,21.7,2022/09/14(17:00),-
2022,09,15,134719,91430,79407,-,12023,15.1,2022/09/15(17:00),-
2022,09,16,134719,91923,82122,-,9801,11.9,2022/09/16(17:00),-
2022,09,17,134719,87077,71108,-,15969,22.5,2022/09/17(20:00),-
2022,09,18,134719,89824,70720,-,19104,27,2022/09/18(20:00),-
2022,09,19,134719,92433,78589,-,13844,17.6,2022/09/19(17:00),-
2022,09,20,134719,88671,73548,-,15123,20.6,2022/09/20(17:00),-
2022,09,21,134725,87357,72071,-,15286,21.2,2022/09/21(18:00),-
2022,09,22,134725,87478,72184,-,15294,21.2,2022/09/22(19:00),-
2022,09,23,134725,89172,70071,-,19101,27.3,2022/09/23(17:00),-
2022,09,24,134725,87890,61033,-,26857,44,2022/09/24(20:00),-
2022,09,25,134725,87931,59920,-,28011,46.7,2022/09/25(20:00),-
2022,09,26,134725,89385,71400,-,17985,25.2,2022/09/26(17:00),-
2022,09,27,134725,88928,72742,-,16186,22.3,2022/09/27(19:00),-
2022,09,28,134725,88782,72806,-,15976,21.9,2022/09/28(17:00),-
2022,09,29,134768,87139,73018,-,14121,19.3,2022/09/29(18:00),-
2022,09,30,134768,88547,71844,-,16703,23.2,2022/09/30(18:00),-
2022,10,01,134768,83632,61848,-,21784,35.2,2022/10/01(19:00),-
2022,10,02,134768,84572,59834,-,24738,41.3,2022/10/02(19:00),-
2022,10,03,134768,86928,66998,-,19930,29.7,2022/10/03(19:00),-
2022,10,04,134768,86098,72544,-,13554,18.7,2022/10/04(10:00),-
2022,10,05,134768,85928,70074,-,15854,22.6,2022/10/05(19:00),-
2022,10,06,134797,86440,70544,-,15896,22.5,2022/10/06(19:00),-
2022,10,07,134797,87225,68983,-,18242,26.4,2022/10/07(19:00),-
2022,10,08,134797,85508,59871,-,25637,42.8,2022/10/08(19:00),-
2022,10,09,134797,86454,58315,-,28139,48.3,2022/10/09(19:00),-
2022,10,10,134797,84696,62700,-,21996,35.1,2022/10/10(20:00),-
2022,10,11,134797,84595,70344,-,14251,20.3,2022/10/11(19:00),-
2022,10,12,134797,83927,69872,-,14055,20.1,2022/10/12(19:00),-
2022,10,13,134824,83262,70316,-,12946,18.4,2022/10/13(19:00),-
2022,10,14,134824,82757,69004,-,13753,19.9,2022/10/14(19:00),-
2022,10,15,134824,82961,60625,-,22336,36.8,2022/10/15(19:00),-
2022,10,16,134824,84594,59248,-,25346,42.8,2022/10/16(19:00),-
2022,10,17,134824,86767,70021,-,16746,23.9,2022/10/17(19:00),-
2022,10,18,134824,86919,70701,-,16218,22.9,2022/10/18(19:00),-
2022,10,19,134823,85998,70250,-,15748,22.4,2022/10/19(19:00),-
2022,10,20,134823,84256,70976,-,13280,18.7,2022/10/20(19:00),-
2022,10,21,134823,83851,69240,-,14611,21.1,2022/10/21(19:00),-
2022,10,22,134823,80425,60433,-,19992,33.1,2022/10/22(19:00),-
2022,10,23,134823,82226,58500,-,23726,40.6,2022/10/23(19:00),-
2022,10,24,134823,83828,70139,-,13689,19.5,2022/10/24(19:00),-
2022,10,25,134823,85434,70495,-,14939,21.2,2022/10/25(19:00),-
2022,10,26,134823,84774,70052,-,14722,21,2022/10/26(19:00),-
2022,10,27,134823,85104,70573,-,14531,20.6,2022/10/27(19:00),-
2022,10,28,134823,84939,68956,-,15983,23.2,2022/10/28(18:00),-
2022,10,29,134823,82677,59900,-,22777,38,2022/10/29(19:00),-
2022,10,30,134823,83152,58605,-,24547,41.9,2022/10/30(19:00),-
2022,10,31,136031,86565,69769,-,16796,24.1,2022/10/31(19:00),-
2022,11,01,136031,82712,69729,-,12983,18.6,2022/11/01(19:00),-
2022,11,02,136031,84799,69282,-,15517,22.4,2022/11/02(18:00),-
2022,11,03,136031,84448,71242,-,13206,18.5,2022/11/03(17:00),-
2022,11,04,136031,84682,70733,-,13949,19.7,2022/11/04(18:00),-
2022,11,05,136031,84711,61328,-,23383,38.1,2022/11/05(19:00),-
2022,11,06,136031,83073,59724,-,23349,39.1,2022/11/06(19:00),-
2022,11,07,136031,85170,71020,-,14150,19.9,2022/11/07(17:00),-
2022,11,08,136031,84526,69806,-,14720,21.1,2022/11/08(18:00),-
2022,11,09,136200,83208,69966,-,13242,18.9,2022/11/09(17:00),-
2022,11,10,136200,83233,69764,-,13469,19.3,2022/11/10(09:00),-
2022,11,11,136200,82359,69415,-,12944,18.6,2022/11/11(17:00),-
2022,11,12,136200,81862,60675,-,21187,34.9,2022/11/12(19:00),-
2022,11,13,136200,83142,60054,-,23088,38.4,2022/11/13(19:00),-
2022,11,14,136200,85353,71165,-,14188,19.9,2022/11/14(17:00),-
2022,11,15,136200,86049,72431,-,13618,18.8,2022/11/15(17:00),-
2022,11,16,136207,86564,71687,-,14877,20.8,2022/11/16(17:00),-
2022,11,17,136207,85468,71642,-,13826,19.3,2022/11/17(18:00),-
2022,11,18,136207,84158,70458,-,13700,19.4,2022/11/18(17:00),-
2022,11,19,136207,83590,60856,-,22734,37.4,2022/11/19(19:00),-
2022,11,20,136207,85105,60057,-,25048,41.7,2022/11/20(19:00),-
2022,11,21,136207,86966,71811,-,15155,21.1,2022/11/21(17:00),-
2022,11,22,136207,86178,74117,-,12061,16.3,2022/11/22(17:00),-
2022,11,23,136249,85867,71774,-,14093,19.6,2022/11/23(09:00),-
2022,11,24,136249,85945,72420,-,13525,18.7,2022/11/24(09:00),-
2022,11,25,136249,87034,70886,-,16148,22.8,2022/11/25(09:00),-
2022,11,26,136249,86934,61907,-,25027,40.4,2022/11/26(19:00),-
2022,11,27,136249,87912,61147,-,26765,43.8,2022/11/27(19:00),-
2022,11,28,136249,87897,74855,-,13042,17.4,2022/11/28(17:00),-
2022,11,29,136249,91100,75720,-,15380,20.3,2022/11/29(17:00),-
2022,11,30,136268,92682,82117,-,10565,12.9,2022/11/30(17:00),-
2022,12,01,136268,96487,83052,-,13435,16.2,2022/12/01(17:00),-
2022,12,02,136268,94957,80829,-,14128,17.5,2022/12/02(09:00),-
2022,12,03,136268,92219,67989,-,24230,35.6,2022/12/03(01:00),-
2022,12,04,136268,94440,67707,-,26733,39.5,2022/12/04(19:00),-
2022,12,05,136268,96977,83990,-,12987,15.5,2022/12/05(10:00),-
2022,12,06,136268,97332,84058,-,13274,15.8,2022/12/06(10:00),-
2022,12,07,137861,96563,82135,-,14428,17.6,2022/12/07(09:00),-
2022,12,08,137861,97385,81462,-,15923,19.5,2022/12/08(09:00),-
2022,12,09,137861,97136,82223,-,14913,18.1,2022/12/09(10:00),-
2022,12,10,137861,93012,67446,-,25566,37.9,2022/12/10(18:00),-
2022,12,11,137861,96222,65907,-,30315,46,2022/12/11(19:00),-
2022,12,12,137861,97985,83311,-,14674,17.6,2022/12/12(17:00),-
2022,12,13,137861,98308,85195,-,13113,15.4,2022/12/13(17:00),-
2022,12,14,137875,100637,90128,-,10509,11.7,2022/12/14(10:00),-
2022,12,15,137875,102168,88874,-,13294,15,2022/12/15(10:00),-
2022,12,16,137875,101510,89583,-,11927,13.3,2022/12/16(10:00),-
2022,12,17,137875,101175,74303,-,26872,36.2,2022/12/17(18:00),-
2022,12,18,137875,101564,73852,-,27712,37.5,2022/12/18(19:00),-
2022,12,19,137875,103828,91710,-,12118,13.2,2022/12/19(17:00),-
2022,12,20,137875,104369,90571,-,13798,15.2,2022/12/20(10:00),-
2022,12,21,137938,103274,92698,-,10576,11.4,2022/12/21(11:00),-
2022,12,22,137938,104749,92999,-,11750,12.6,2022/12/22(17:00),-
2022,12,23,137938,105628,94509,-,11119,11.8,2022/12/23(11:00),-
2022,12,24,137938,101805,75010,-,26795,35.7,2022/12/24(11:00),-
2022,12,25,137938,103170,71213,-,31957,44.9,2022/12/25(19:00),-
2022,12,26,137938,103765,89935,-,13830,15.4,2022/12/26(10:00),-
2022,12,27,137938,105048,89282,-,15766,17.7,2022/12/27(10:00),-
2022,12,28,138018,103841,88939,-,14902,16.8,2022/12/28(10:00),-
2022,12,29,138018,103136,86768,-,16368,18.9,2022/12/29(09:00),-
2022,12,30,138018,104511,83307,-,21204,25.5,2022/12/30(10:00),-
2022,12,31,138018,102234,68466,-,33768,49.3,2022/12/31(01:00),-
2023,01,01,138018,103636,66465,-,37171,55.9,2023/01/01(19:00),-
2023,01,02,138018,104849,85269,-,19580,23,2023/01/02(18:00),-
2023,01,03,138018,103751,87110,-,16641,19.1,2023/01/03(09:00),-
2023,01,04,138193,105387,87191,-,18196,20.9,2023/01/04(10:00),-
2023,01,05,138193,103422,89012,-,14410,16.2,2023/01/05(10:00),-
2023,01,06,138193,100386,86606,-,13780,15.9,2023/01/06(10:00),-
2023,01,07,138193,97543,70729,-,26814,37.9,2023/01/07(19:00),-
2023,01,08,138193,98882,68090,-,30792,45.2,2023/01/08(19:00),-
2023,01,09,138193,102864,84683,-,18181,21.5,2023/01/09(10:00),-
2023,01,10,138193,103335,83973,-,19362,23.1,2023/01/10(09:00),-
2023,01,11,138280,103840,83078,-,20762,25,2023/01/11(09:00),-
2023,01,12,138280,105269,82287,-,22982,27.9,2023/01/12(09:00),-
2023,01,13,138280,104134,81907,-,22227,27.1,2023/01/13(11:00),-
2023,01,14,138280,102803,69388,-,33415,48.2,2023/01/14(11:00),-
2023,01,15,138280,103949,69166,-,34783,50.3,2023/01/15(19:00),-
2023,01,16,138280,106545,84582,-,21963,26,2023/01/16(18:00),-
2023,01,17,138280,107179,86815,-,20364,23.5,2023/01/17(10:00),-
2023,01,18,138399,104805,85627,-,19178,22.4,2023/01/18(10:00),-
2023,01,19,138399,103674,84465,-,19209,22.7,2023/01/19(09:00),-
2023,01,20,138399,105249,81244,-,24005,29.5,2023/01/20(10:00),-
2023,01,21,138399,99057,68910,-,30147,43.7,2023/01/21(01:00),-
2023,01,22,138399,98334,60143,-,38191,63.5,2023/01/22(23:00),-
2023,01,23,138399,100500,62575,-,37925,60.6,2023/01/23(23:00),-
2023,01,24,138399,101038,72643,-,28395,39.1,2023/01/24(19:00),-
2023,01,25,138399,103636,87275,-,16361,18.7,2023/01/25(18:00),-
2023,01,26,138399,103138,92613,-,10525,11.4,2023/01/26(11:00),-
2023,01,27,138643,103908,89833,-,14075,15.7,2023/01/27(10:00),-
2023,01,28,138643,98523,74081,-,24442,33,2023/01/28(19:00),-
2023,01,29,138643,98222,69956,-,28266,40.4,2023/01/29(19:00),-
2023,01,30,138643,101644,83568,-,18076,21.6,2023/01/30(09:00),-
2023,01,31,138643,101699,84058,-,17641,21,2023/01/31(09:00),-
2023,02,01,138647,102478,81652,-,20826,25.5,2023/02/01(10:00),-
2023,02,02,138647,101827,83228,-,18599,22.3,2023/02/02(09:00),-
2023,02,03,138647,101103,84290,-,16813,19.9,2023/02/03(10:00),-
2023,02,04,138647,100826,70005,-,30821,44,2023/02/04(01:00),-
2023,02,05,138647,100338,67195,-,33143,49.3,2023/02/05(20:00),-
2023,02,06,138647,100804,81935,-,18869,23,2023/02/06(10:00),-
2023,02,07,138647,97301,81585,-,15716,19.3,2023/02/07(10:00),-
2023,02,08,138817,99128,81028,-,18100,22.3,2023/02/08(09:00),-
2023,02,09,138817,99329,80850,-,18479,22.9,2023/02/09(09:00),-
2023,02,10,138817,99009,81340,-,17669,21.7,2023/02/10(10:00),-
2023,02,11,138817,97867,67796,-,30071,44.4,2023/02/11(01:00),-
2023,02,12,138817,98838,65888,-,32950,50,2023/02/12(19:00),-
2023,02,13,138817,99986,81235,-,18751,23.1,2023/02/13(11:00),-
2023,02,14,138817,98967,79024,-,19943,25.2,2023/02/14(09:00),-
2023,02,15,138840,99470,80643,-,18827,23.3,2023/02/15(10:00),-
2023,02,16,138840,99109,81126,-,17983,22.2,2023/02/16(10:00),-
2023,02,17,138840,98378,79701,-,18677,23.4,2023/02/17(10:00),-
2023,02,18,138840,94387,68387,-,26000,38,2023/02/18(11:00),-
2023,02,19,138840,97215,65618,-,31597,48.2,2023/02/19(20:00),-
2023,02,20,138840,97609,78791,-,18818,23.9,2023/02/20(19:00),-
2023,02,21,138840,97554,79297,-,18257,23,2023/02/21(09:00),-
2023,02,22,138846,98864,78537,-,20327,25.9,2023/02/22(09:00),-
2023,02,23,138846,99004,76790,-,22214,28.9,2023/02/23(09:00),-
2023,02,24,138846,98287,76151,-,22136,29.1,2023/02/24(09:00),-
2023,02,25,138846,96966,66816,-,30150,45.1,2023/02/25(01:00),-
2023,02,26,138846,96610,64923,-,31687,48.8,2023/02/26(20:00),-
2023,02,27,138846,95543,74630,-,20913,28,2023/02/27(09:00),-
2023,02,28,138846,95866,74655,-,21211,28.4,2023/02/28(09:00),-
2023,03,01,138846,92683,69174,-,23509,34,2023/03/01(20:00),-
2023,03,02,138860,97952,76510,-,21442,28,2023/03/02(19:00),-
2023,03,03,138860,98244,75363,-,22881,30.4,2023/03/03(09:00),-
2023,03,04,138860,90987,64218,-,26769,41.7,2023/03/04(01:00),-
2023,03,05,138860,87307,62329,-,24978,40.1,2023/03/05(20:00),-
2023,03,06,138860,92749,72424,-,20325,28.1,2023/03/06(09:00),-
2023,03,07,138860,93336,72608,-,20728,28.5,2023/03/07(09:00),-
2023,03,08,138866,92310,70657,-,21653,30.6,2023/03/08(09:00),-
2023,03,09,138866,92036,72032,-,20004,27.8,2023/03/09(10:00),-
2023,03,10,138866,91060,68901,-,22159,32.2,2023/03/10(09:00),-
2023,03,11,138866,84465,60181,-,24284,40.4,2023/03/11(20:00),-
2023,03,12,138866,85088,62216,-,22872,36.8,2023/03/12(20:00),-
2023,03,13,138866,90608,72805,-,17803,24.5,2023/03/13(19:00),-
2023,03,14,138866,89931,70755,-,19176,27.1,2023/03/14(19:00),-
2023,03,15,139011,88788,70533,-,18255,25.9,2023/03/15(19:00),-
2023,03,16,139011,88531,72068,-,16463,22.8,2023/03/16(19:00),-
2023,03,17,139011,89299,71612,-,17687,24.7,2023/03/17(10:00),-
2023,03,18,139011,86856,61605,-,25251,41,2023/03/18(20:00),-
2023,03,19,139011,84692,60568,-,24124,39.8,2023/03/19(20:00),-
2023,03,20,139011,83818,69333,-,14485,20.9,2023/03/20(20:00),-
2023,03,21,139011,87042,68985,-,18057,26.2,2023/03/21(20:00),-
2023,03,22,139025,85956,68792,-,17164,25,2023/03/22(19:00),-
2023,03,23,139025,85967,71388,-,14579,20.4,2023/03/23(10:00),-
2023,03,24,139025,88027,68133,-,19894,29.2,2023/03/24(10:00),-
2023,03,25,139025,82416,60553,-,21863,36.1,2023/03/25(20:00),-
2023,03,26,139025,83053,59275,-,23778,40.1,2023/03/26(20:00),-
2023,03,27,139025,88424,69047,-,19377,28.1,2023/03/27(20:00),-
2023,03,28,139025,86976,69012,-,17964,26,2023/03/28(20:00),-
2023,03,29,139049,87768,68140,-,19628,28.8,2023/03/29(20:00),-
2023,03,30,139049,86801,67833,-,18968,28,2023/03/30(20:00),-
2023,03,31,139049,85199,65629,-,19570,29.8,2023/03/31(20:00),-
2023,04,01,139049,81707,59002,-,22705,38.5,2023/04/01(20:00),-
2023,04,02,139049,85228,58205,-,27023,46.4,2023/04/02(21:00),-
2023,04,03,139049,84289,67649,-,16640,24.6,2023/04/03(20:00),-
2023,04,04,139049,84938,68535,-,16403,23.9,2023/04/04(17:00),-
2023,04,05,139079,84179,72292,-,11887,16.4,2023/04/05(11:00),-
2023,04,06,139079,84070,70688,-,13382,18.9,2023/04/06(17:00),-
2023,04,07,139079,85615,66780,-,18835,28.2,2023/04/07(20:00),-
2023,04,08,139079,84600,59967,-,24633,41.1,2023/04/08(20:00),-
2023,04,09,139079,83956,58648,-,25308,43.2,2023/04/09(21:00),-
2023,04,10,139079,83951,67150,-,16801,25,2023/04/10(20:00),-
2023,04,11,139079,83307,69385,-,13922,20.1,2023/04/11(17:00),-
2023,04,12,139048,83551,67710,-,15841,23.4,2023/04/12(20:00),-
2023,04,13,139048,82778,67686,-,15092,22.3,2023/04/13(20:00),-
2023,04,14,139048,82131,67403,-,14728,21.9,2023/04/14(10:00),-
2023,04,15,139048,79939,59880,-,20059,33.5,2023/04/15(20:00),-
2023,04,16,139048,81738,58530,-,23208,39.7,2023/04/16(21:00),-
2023,04,17,139048,82728,67016,-,15712,23.4,2023/04/17(20:00),-
2023,04,18,139048,82167,71402,-,10765,15.1,2023/04/18(11:00),-
2023,04,19,139100,84523,67904,-,16619,24.5,2023/04/19(20:00),-
2023,04,20,139100,84194,69019,-,15175,22,2023/04/20(20:00),-
2023,04,21,139100,84862,65953,-,18909,28.7,2023/04/21(20:00),-
2023,04,22,139100,81689,58620,-,23069,39.4,2023/04/22(20:00),-
2023,04,23,139100,81460,57975,-,23485,40.5,2023/04/23(21:00),-
2023,04,24,139100,80652,66664,-,13988,21,2023/04/24(20:00),-
2023,04,25,139100,82630,69358,-,13272,19.1,2023/04/25(17:00),-
2023,04,26,139065,82164,66959,-,15205,22.7,2023/04/26(20:00),-
2023,04,27,139065,80656,66708,-,13948,20.9,2023/04/27(20:00),-
2023,04,28,139065,81098,65812,-,15286,23.2,2023/04/28(20:00),-
2023,04,29,139065,80693,59105,-,21588,36.5,2023/04/29(12:00),-
2023,04,30,139065,78787,56344,-,22443,39.8,2023/04/30(21:00),-
2023,05,01,139065,84199,58849,-,25350,43.1,2023/05/01(21:00),-
2023,05,02,139065,83580,66341,-,17239,26,2023/05/02(20:00),-
2023,05,03,139065,84319,66914,-,17405,26,2023/05/03(20:00),-
2023,05,04,139065,85400,66972,-,18428,27.5,2023/05/04(17:00),-
2023,05,05,139065,82783,61504,-,21279,34.6,2023/05/05(20:00),-
2023,05,06,139065,81015,57640,-,23375,40.6,2023/05/06(20:00),-
2023,05,07,139065,82320,57038,-,25282,44.3,2023/05/07(21:00),-
2023,05,08,139065,82152,65456,-,16696,25.5,2023/05/08(20:00),-
2023,05,09,139065,82009,66833,-,15176,22.7,2023/05/09(20:00),-
2023,05,10,139147,82235,66339,-,15896,24,2023/05/10(20:00),-
2023,05,11,139147,83347,67295,-,16052,23.9,2023/05/11(20:00),-
2023,05,12,139147,82904,65469,-,17435,26.6,2023/05/12(20:00),-
2023,05,13,139147,82692,59028,-,23664,40.1,2023/05/13(21:00),-
2023,05,14,139147,82371,58026,-,24345,42,2023/05/14(21:00),-
2023,05,15,139147,82771,67563,-,15208,22.5,2023/05/15(20:00),-
2023,05,16,139147,81823,69942,-,11881,17,2023/05/16(19:00),-
2023,05,17,139171,81136,69974,-,11162,16,2023/05/17(20:00),-
2023,05,18,139171,84042,70912,-,13130,18.5,2023/05/18(11:00),-
2023,05,19,139171,82309,67914,-,14395,21.2,2023/05/19(20:00),-
2023,05,20,140240,81884,60092,-,21792,36.3,2023/05/20(20:00),-
2023,05,21,140240,83862,58588,-,25274,43.1,2023/05/21(21:00),-
2023,05,22,140240,82998,67579,-,15419,22.8,2023/05/22(11:00),-
2023,05,23,140240,82407,67974,-,14433,21.2,2023/05/23(20:00),-
2023,05,24,140240,81333,67877,-,13456,19.8,2023/05/24(17:00),-
2023,05,25,140240,83621,68519,-,15102,22,2023/05/25(17:00),-
2023,05,26,140240,84268,68018,-,16250,23.9,2023/05/26(17:00),-
2023,05,27,140240,82676,60765,-,21911,36.1,2023/05/27(21:00),-
2023,05,28,140240,79202,59003,-,20199,34.2,2023/05/28(20:00),-
2023,05,29,140240,79383,65013,-,14370,22.1,2023/05/29(20:00),-
2023,05,30,140240,82332,72772,-,9560,13.1,2023/05/30(17:00),-
2023,05,31,140240,83165,69289,-,13876,20,2023/05/31(19:00),-
2023,06,01,140758,83644,71202,-,12442,17.5,2023/06/01(17:00),-
2023,06,02,140758,82669,68262,-,14407,21.1,2023/06/02(19:00),-
2023,06,03,140758,82672,59502,-,23170,38.9,2023/06/03(21:00),-
2023,06,04,140758,84682,59372,-,25310,42.6,2023/06/04(21:00),-
2023,06,05,140758,84710,65659,-,19051,29,2023/06/05(20:00),-
2023,06,06,140758,86513,63781,-,22732,35.6,2023/06/06(21:00),-
2023,06,07,140758,85092,69540,-,15552,22.4,2023/06/07(20:00),-
2023,06,08,140758,85279,70755,-,14524,20.5,2023/06/08(17:00),-
2023,06,09,140758,83619,69747,-,13872,19.9,2023/06/09(19:00),-
2023,06,10,140758,82997,61953,-,21044,34,2023/06/10(21:00),-
2023,06,11,140758,82473,62339,-,20134,32.3,2023/06/11(21:00),-
2023,06,12,140758,87631,71512,-,16119,22.5,2023/06/12(18:00),-
2023,06,13,140758,86678,72258,-,14420,20,2023/06/13(19:00),-
2023,06,14,140908,86792,71475,-,15317,21.4,2023/06/14(17:00),-
2023,06,15,140908,84221,72139,-,12082,16.7,2023/06/15(19:00),-
2023,06,16,140908,85483,72163,-,13320,18.5,2023/06/16(18:00),-
2023,06,17,140908,83897,63664,-,20233,31.8,2023/06/17(20:00),-
2023,06,18,140908,84025,64094,-,19931,31.1,2023/06/18(20:00),-
2023,06,19,140908,91145,79351,-,11794,14.9,2023/06/19(17:00),-
2023,06,20,140908,91012,76566,-,14446,18.9,2023/06/20(15:00),-
2023,06,21,140945,90548,75890,-,14658,19.3,2023/06/21(11:00),-
2023,06,22,140945,90532,73402,-,17130,23.3,2023/06/22(19:00),-
2023,06,23,140945,90105,73677,-,16428,22.3,2023/06/23(18:00),-
2023,06,24,140945,88311,66496,-,21815,32.8,2023/06/24(20:00),-
2023,06,25,140945,86380,66484,-,19896,29.9,2023/06/25(20:00),-
2023,06,26,140945,93188,79558,-,13630,17.1,2023/06/26(17:00),-
2023,06,27,140945,93711,77801,-,15910,20.4,2023/06/27(19:00),-
2023,06,28,140945,94576,79205,-,15371,19.4,2023/06/28(17:00),-
2023,06,29,140955,93562,82196,-,11366,13.8,2023/06/29(11:00),-
2023,06,30,140955,93460,79294,-,14166,17.9,2023/06/30(11:00),-
2023,07,01,140955,95423,69581,-,25842,37.1,2023/07/01(20:00),-
2023,07,02,140955,95689,69809,-,25880,37.1,2023/07/02(20:00),-
2023,07,03,140955,98483,84023,-,14460,17.2,2023/07/03(17:00),-
2023,07,04,140955,97789,83089,-,14700,17.7,2023/07/04(15:00),-
2023,07,05,141984,98922,77283,-,21639,28,2023/07/05(19:00),-
2023,07,06,141984,99885,82268,-,17617,21.4,2023/07/06(17:00),-
2023,07,07,141984,96783,82068,-,14715,17.9,2023/07/07(14:00),-
2023,07,08,141984,94216,69633,-,24583,35.3,2023/07/08(20:00),-
2023,07,09,141984,95134,68423,-,26711,39,2023/07/09(20:00),-
2023,07,10,141984,99558,82203,-,17355,21.1,2023/07/10(18:00),-
2023,07,11,141984,98896,83533,-,15363,18.4,2023/07/11(11:00),-
2023,07,12,142126,99381,82046,-,17335,21.1,2023/07/12(17:00),-
2023,07,13,142126,98496,84575,-,13921,16.5,2023/07/13(11:00),-
2023,07,14,142126,98278,84380,-,13898,16.5,2023/07/14(11:00),-
2023,07,15,142126,94588,70903,-,23685,33.4,2023/07/15(12:00),-
2023,07,16,142126,95585,68041,-,27544,40.5,2023/07/16(20:00),-
2023,07,17,142126,102562,82555,-,20007,24.2,2023/07/17(17:00),-
2023,07,18,142126,101987,82615,-,19372,23.4,2023/07/18(15:00),-
2023,07,19,142201,103424,80874,-,22550,27.9,2023/07/19(19:00),-
2023,07,20,142201,104568,83731,-,20837,24.9,2023/07/20(17:00),-
2023,07,21,142201,103301,84221,-,19080,22.7,2023/07/21(17:00),-
2023,07,22,142201,99735,72220,-,27515,38.1,2023/07/22(15:00),-
2023,07,23,142201,99820,70370,-,29450,41.9,2023/07/23(20:00),-
2023,07,24,142201,102648,83062,-,19586,23.6,2023/07/24(17:00),-
2023,07,25,142201,103526,83943,-,19583,23.3,2023/07/25(17:00),-
2023,07,26,142201,103142,86054,-,17088,19.9,2023/07/26(17:00),-
2023,07,27,142201,102234,87033,-,15201,17.5,2023/07/27(18:00),-
2023,07,28,142567,102152,85321,-,16831,19.7,2023/07/28(17:00),-
2023,07,29,142567,99446,76405,-,23041,30.2,2023/07/29(20:00),-
2023,07,30,142567,100571,74605,-,25966,34.8,2023/07/30(20:00),-
2023,07,31,142567,101789,80734,-,21055,26.1,2023/07/31(19:00),-
2023,08,01,142567,101734,82962,-,18772,22.6,2023/08/01(20:00),-
2023,08,02,142567,102567,82699,-,19868,24,2023/08/02(19:00),-
2023,08,03,142567,101997,85990,-,16007,18.6,2023/08/03(19:00),-
2023,08,04,142567,101133,86089,-,15044,17.5,2023/08/04(19:00),-
2023,08,05,142567,101731,80221,-,21510,26.8,2023/08/05(20:00),-
2023,08,06,142567,101793,79971,-,21822,27.3,2023/08/06(20:00),-
2023,08,07,142567,104297,93615,-,10682,11.4,2023/08/07(17:00),-
2023,08,08,142567,103860,93299,-,10561,11.3,2023/08/08(18:00),-
2023,08,09,142584,103773,89935,-,13838,15.4,2023/08/09(15:00),-
2023,08,10,142584,102841,81651,-,21190,26,2023/08/10(11:00),-
2023,08,11,142584,103881,80549,-,23332,29,2023/08/11(17:00),-
2023,08,12,142584,99351,69688,-,29663,42.6,2023/08/12(20:00),-
2023,08,13,142584,99087,72148,-,26939,37.3,2023/08/13(20:00),-
2023,08,14,142584,102576,82760,-,19816,23.9,2023/08/14(18:00),-
2023,08,15,142584,102421,80630,-,21791,27,2023/08/15(20:00),-
2023,08,16,142584,102713,86140,-,16573,19.2,2023/08/16(17:00),-
2023,08,17,142584,102798,86794,-,16004,18.4,2023/08/17(18:00),-
2023,08,18,142584,102810,88570,-,14240,16.1,2023/08/18(17:00),-
2023,08,19,142584,101346,77513,-,23833,30.7,2023/08/19(20:00),-
2023,08,20,143332,100227,76867,-,23360,30.4,2023/08/20(20:00),-
2023,08,21,143332,102587,91334,-,11253,12.3,2023/08/21(18:00),-
2023,08,22,143332,104034,90322,-,13712,15.2,2023/08/22(17:00),-
2023,08,23,143332,103456,87971,-,15485,17.6,2023/08/23(17:00),-
2023,08,24,143332,102384,86561,-,15823,18.3,2023/08/24(16:00),-
2023,08,25,143332,102355,82632,-,19723,23.9,2023/08/25(18:00),-
2023,08,26,143332,98457,71966,-,26491,36.8,2023/08/26(20:00),-
2023,08,27,143332,96857,71334,-,25523,35.8,2023/08/27(20:00),-
2023,08,28,143332,102236,81578,-,20658,25.3,2023/08/28(17:00),-
2023,08,29,143332,102207,83947,-,18260,21.8,2023/08/29(15:00),-
2023,08,30,143401,101752,81190,-,20562,25.3,2023/08/30(11:00),-
2023,08,31,143401,101698,77880,-,23818,30.6,2023/08/31(19:00),-
