tm,actual,pred,ci_low,ci_high,rolling
2025-11-25,75196,75433.615168225,68462.21040071077,83114.90768473332,74550.91812403139
2025-11-26,73232,74407.75961724922,67522.71871716763,81994.84257215915,74455.3526213115
2025-11-27,75945,76144.17912607851,69091.37684281837,83916.9268253914,74845.23517085235
2025-11-28,73549,74555.84052690552,67644.22704928952,82173.65471000307,74843.91984731283
2025-11-29,62479,64696.45287745484,58694.26449544596,71312.43658823757,64297.90349605338
2025-11-30,60401,62347.337081185986,56559.03605742798,68728.01787442272,61262.88293416144
2025-12-01,74406,74054.61626995444,67174.89174629832,81638.92859853254,72304.49596919375
2025-12-02,78345,76872.96328945782,69726.91760234328,84751.37992768138,77409.47719400522
2025-12-03,82657,80200.99840321185,72736.4009663761,88431.65264453224,81390.852343672
2025-12-04,82146,80723.09079127452,73202.30792454431,89016.55660383216,82277.16440282289
2025-12-05,80983,79010.29490211207,71642.7312283443,87135.52084749278,80310.66683150386
2025-12-06,66892,68133.83971119918,61775.60210520354,75146.49725122393,69467.69886465871
2025-12-07,63867,65519.56911814489,59400.97947289091,72268.403240497,65120.083017165336
2025-12-08,78886,77345.18063353468,70117.45501065032,85317.94210621942,76121.90325077742
2025-12-09,79694,79351.48296683303,71931.56489780897,87536.78385811661,80840.20680767072
2025-12-10,78779,77976.18278849828,70675.86251329965,86030.57488150382,78645.87950267525
2025-12-11,78517,78005.65083647217,70695.1603450161,86072.10921830215,78273.09123312932
2025-12-12,78812,76781.61653246087,69579.5895456408,84729.10915162506,77708.17897383204
2025-12-13,67247,67962.46832656635,61582.73492592144,75003.1174580937,69210.42501198643
2025-12-14,66818,67435.629339678,61100.84993382361,74427.18242649261,67317.71501601407
2025-12-15,81217,79216.047787783,71769.65942498652,87435.02863734675,79044.88899615433
2025-12-16,82243,79016.76823892554,71584.35610378286,87220.86783698999,80501.34120021341
2025-12-17,77799,77490.70805008331,70192.81727952257,85547.35465583082,80073.96238034792
2025-12-18,79780,78958.9860758712,71515.23964246735,87177.52346630496,78900.97370954516
2025-12-19,81098,76788.69956743077,69543.23268035323,84789.04638154637,78054.85682148767
2025-12-20,64243,66462.95064523541,60186.89592166568,73393.44787310885,69086.94820801078
2025-12-21,66522,66606.47722843695,60312.36500435366,73557.43400979295,65467.83061312248
2025-12-22,81177,78667.5250983303,71228.66835300552,86883.26832710327,78952.96540215971
2025-12-23,82812,79560.30635208462,72032.17053640359,87875.21325125948,81810.78151107526
2025-12-24,82180,78912.62982380911,71436.51514169449,87171.14956346704,81167.43088998344
2025-12-25,72089,73946.29286921273,66933.51950933189,81693.8100548713,75955.1398026493
2025-12-26,82377,83012.80227091425,75133.28772155219,91718.6715748254,82601.42692337313
2025-12-27,69190,71599.15239545128,64797.68873388238,79114.52898884754,70706.9802948284
2025-12-28,65599,68481.7470988608,61971.725989807,75675.63450602765,67568.67986586786
2025-12-29,79283,78842.31424583323,71342.30474255102,87130.77798748511,76868.26491617033
2025-12-30,79693,80453.00879572048,72794.79916104903,88916.88278395135,81215.39116396975
2025-12-31,79488,82853.65833429652,74957.12959329694,91582.06479654502,82679.66508965044
