tm,actual,arimax_v2_oneshot,arimax_v2_rolling,ci_low,ci_high
2025-11-25,75196,75686.50598637016,74005.04564547785,59245.15091880705,92127.86105393327
2025-11-26,73232,73943.0205997346,74176.06626587729,57429.299903926534,90456.74129554268
2025-11-27,75945,76617.2027549415,74046.99753144229,60064.96199672586,93169.44351315715
2025-11-28,73549,76329.32850746565,74165.13779499031,59757.31883870902,92901.33817622227
2025-11-29,62479,64290.06866347245,63958.649652744025,47707.67927392063,80872.45805302427
2025-11-30,60401,61662.47858686797,60649.18815652058,45074.477419842966,78250.47975389297
2025-12-01,74406,75920.66364771682,72464.50762920802,59329.51423485308,92511.81306058056
2025-12-02,78345,76720.89137030859,76445.85380897297,60127.894101999875,93313.8886386173
2025-12-03,82657,77668.18118984635,79133.32147179986,61003.33844154157,94333.02393815113
2025-12-04,82146,79440.33630005212,81478.78595812232,62737.22134660141,96143.45125350283
2025-12-05,80983,79041.72277659176,79041.64444741257,62318.945402788726,95764.5001503948
2025-12-06,66892,66806.49469412134,69426.52472215774,50073.37926090615,83539.61012733653
2025-12-07,63867,64264.06788652395,64487.86409434422,47525.35326544219,81002.78250760572
2025-12-08,78886,77879.92913097248,75552.64422588708,61138.06635311822,94621.79190882674
2025-12-09,79694,78057.58394524179,80095.79441048183,61313.868441366576,94801.299449117
2025-12-10,78779,76050.5983255148,78501.72747323167,59235.54408866387,92865.65256236574
2025-12-11,78517,77544.81893347063,78110.76105846744,60691.73373668427,94397.90413025698
2025-12-12,78812,77679.93259348409,77031.50609985042,60807.288399000405,94552.57678796777
2025-12-13,67247,66958.4754909077,68337.57186154142,50075.533489020425,83841.41749279498
2025-12-14,66818,66385.48604231709,66597.99803296766,49496.956803991954,83274.01528064223
2025-12-15,81217,79585.92250249181,78755.90126764764,62694.24491144895,96477.60009353468
2025-12-16,82243,78028.14551269825,80351.19740961741,61134.610197265356,94921.68082813114
2025-12-17,77799,75796.5615202953,80101.37294461163,58832.18136312603,92760.94167746458
2025-12-18,79780,78255.8983999579,78360.87432535613,61253.72218530672,95258.0746146091
2025-12-19,81098,77483.23138462918,77710.15078836333,60461.596653169894,94504.86611608847
2025-12-20,64243,65349.54182760352,68248.93150210216,48317.64818977397,82381.43546543307
2025-12-21,66522,65645.29652886691,64891.75973302537,48607.8269946102,82682.76606312362
2025-12-22,81177,79216.36272293565,79358.15338547113,62175.74436702071,96256.9810788506
2025-12-23,82812,78468.71827263055,81564.44620874694,61426.23707142145,95511.19947383965
2025-12-24,82180,76885.11542749725,80619.81175858913,59772.27093506552,93997.95991992898
2025-12-25,72089,73973.0956002087,76837.61284437045,56822.683864329425,91123.50733608799
2025-12-26,82377,81194.60472855973,79841.99391830967,64024.83213377054,98364.37732334892
2025-12-27,69190,69238.45606829901,69335.50770548506,52058.46217233632,86418.4499642617
2025-12-28,65599,66847.6330579909,67350.21568653994,49662.074019450214,84033.19209653158
2025-12-29,79283,78960.10527302242,78020.60961876874,61771.39668222415,96148.81386382069
2025-12-30,79693,78687.19241115775,80955.48698974073,61496.61573658584,95877.76908572967
2025-12-31,79488,78915.17274587745,80763.1887920774,61654.70247667337,96175.64301508154
