tm,stn,ta_avg,ta_max,ta_min,hm_avg,ws_avg,rn_day,ss_day,si_day,ta_avg_src,ta_max_src,ta_min_src,hm_avg_src,ws_avg_src
2010-01-01,101,-10.3,-5.0,-17.7,66.5,0.4,0.1,5.1,7.87,raw,raw,raw,raw,raw
2010-01-02,101,-6.1,-0.6,-12.6,88.1,0.4,7.1,1.8,3.14,raw,raw,raw,raw,raw
2010-01-03,101,-10.5,-3.6,-17.8,77.9,0.3,,6.6,9.21,raw,raw,raw,raw,raw
2010-01-04,101,-6.9,-3.3,-11.3,88.0,1.1,13.7,0.0,2.9,raw,raw,raw,raw,raw
2010-01-05,101,-10.2,-4.9,-16.7,69.9,1.4,,7.1,9.55,raw,raw,raw,raw,raw
2010-01-06,101,-14.3,-6.6,-19.9,74.8,0.5,,6.3,9.74,raw,raw,raw,raw,raw
2010-01-07,101,-15.0,-8.5,-19.7,76.6,0.3,,4.2,7.39,raw,raw,raw,raw,raw
2010-01-08,101,-11.9,-4.9,-16.1,79.0,0.5,,6.0,9.3,raw,raw,raw,raw,raw
2010-01-09,101,-9.9,-5.2,-14.7,85.9,0.2,0.6,0.0,4.01,raw,raw,raw,raw,raw
2010-01-10,101,-6.0,-1.4,-9.9,81.4,0.4,,2.7,6.44,raw,raw,raw,raw,raw
2010-01-11,101,-7.9,-2.4,-11.4,85.3,0.5,,2.8,5.64,raw,raw,raw,raw,raw
2010-01-12,101,-10.4,-4.6,-15.2,58.0,1.1,,7.8,11.74,raw,raw,raw,raw,raw
2010-01-13,101,-13.8,-8.6,-20.2,56.3,1.5,,8.1,11.13,raw,raw,raw,raw,raw
2010-01-14,101,-13.6,-6.2,-21.3,65.8,0.3,,6.9,11.0,raw,raw,raw,raw,raw
2010-01-15,101,-7.4,1.0,-14.0,67.8,0.4,0.3,7.7,10.09,raw,raw,raw,raw,raw
2010-01-16,101,-9.5,-1.1,-16.0,71.8,0.4,,6.9,10.14,raw,raw,raw,raw,raw
2010-01-17,101,-8.7,0.6,-15.0,73.9,0.3,,6.5,9.46,raw,raw,raw,raw,raw
2010-01-18,101,-6.2,0.0,-12.2,84.5,0.2,,0.3,5.12,raw,raw,raw,raw,raw
2010-01-19,101,-0.1,4.9,-5.0,79.9,0.2,4.0,3.9,7.89,raw,raw,raw,raw,raw
2010-01-20,101,1.9,3.3,1.0,95.0,0.2,8.5,0.0,1.85,raw,raw,raw,raw,raw
2010-01-21,101,-0.4,3.1,-5.6,63.8,2.0,3.0,4.4,8.53,raw,raw,raw,raw,raw
2010-01-22,101,-5.7,-1.9,-8.4,42.4,1.9,,7.4,11.16,raw,raw,raw,raw,raw
2010-01-23,101,-6.8,0.1,-13.1,56.9,1.0,,8.6,12.76,raw,raw,raw,raw,raw
2010-01-24,101,-1.8,3.5,-10.2,66.8,1.2,0.2,3.0,8.02,raw,raw,raw,raw,raw
2010-01-25,101,-0.3,3.1,-6.2,43.6,2.2,,8.2,11.55,raw,raw,raw,raw,raw
2010-01-26,101,-5.7,1.9,-12.6,61.4,0.8,,8.5,12.18,raw,raw,raw,raw,raw
2010-01-27,101,-2.7,2.7,-9.2,79.5,0.3,2.8,4.5,8.05,raw,raw,raw,raw,raw
2010-01-28,101,1.0,4.2,-2.8,57.6,1.9,0.3,7.4,10.7,raw,raw,raw,raw,raw
2010-01-29,101,-2.4,1.4,-11.0,53.0,2.3,0.0,5.6,9.56,raw,raw,raw,raw,raw
2010-01-30,101,0.5,5.3,-4.8,64.0,1.1,,3.8,8.82,raw,raw,raw,raw,raw
2010-01-31,101,-1.0,4.7,-5.3,85.8,0.3,,1.6,6.37,raw,raw,raw,raw,raw
2010-02-01,101,0.5,7.5,-3.6,75.8,0.8,,3.0,8.88,raw,raw,raw,raw,raw
2010-02-02,101,-4.2,-0.8,-7.8,33.3,1.8,,9.0,13.55,raw,raw,raw,raw,raw
2010-02-03,101,-8.1,-2.8,-13.2,45.1,1.2,,9.1,13.67,raw,raw,raw,raw,raw
2010-02-04,101,-5.5,-0.2,-12.9,52.1,1.4,,7.3,12.45,raw,raw,raw,raw,raw
2010-02-05,101,-5.1,1.4,-11.6,42.3,1.2,,9.1,13.91,raw,raw,raw,raw,raw
2010-02-06,101,-5.6,3.6,-13.3,53.3,0.3,,9.1,15.06,raw,raw,raw,raw,raw
2010-02-07,101,-2.3,5.9,-11.2,53.8,0.4,,5.8,11.64,raw,raw,raw,raw,raw
2010-02-08,101,1.9,3.6,0.1,59.9,0.2,0.0,0.0,2.31,raw,raw,raw,raw,raw
2010-02-09,101,0.9,2.4,-1.7,88.3,0.5,5.5,0.0,2.12,raw,raw,raw,raw,raw
2010-02-10,101,2.7,4.4,1.7,87.5,1.1,3.0,0.0,1.78,raw,raw,raw,raw,raw
2010-02-11,101,0.7,3.2,-1.6,73.0,1.9,3.6,0.0,4.48,raw,raw,raw,raw,raw
2010-02-12,101,-0.4,3.1,-2.1,74.9,1.5,1.0,1.2,8.48,raw,raw,raw,raw,raw
2010-02-13,101,-1.8,1.4,-5.6,76.0,1.2,5.0,5.4,11.85,raw,raw,raw,raw,raw
2010-02-14,101,-3.4,0.6,-7.8,71.3,0.4,,1.0,8.24,raw,raw,raw,raw,raw
2010-02-15,101,-3.3,1.9,-7.6,66.5,0.5,,3.3,10.55,raw,raw,raw,raw,raw
2010-02-16,101,-3.1,2.6,-6.3,59.5,0.8,0.0,7.3,13.74,raw,raw,raw,raw,raw
2010-02-17,101,-4.6,-0.1,-10.8,63.6,0.7,0.5,1.5,9.36,raw,raw,raw,raw,raw
2010-02-18,101,-2.6,1.1,-6.6,59.6,1.6,1.5,6.8,12.67,raw,raw,raw,raw,raw
2010-02-19,101,-2.0,3.7,-6.9,58.8,1.0,1.2,7.7,14.5,raw,raw,raw,raw,raw
2010-02-20,101,0.2,8.9,-6.7,63.5,0.5,,9.0,15.34,raw,raw,raw,raw,raw
2010-02-21,101,1.5,9.9,-5.0,68.3,0.5,,7.9,13.03,raw,raw,raw,raw,raw
2010-02-22,101,3.6,11.7,-1.2,73.6,0.8,0.2,6.0,12.16,raw,raw,raw,raw,raw
2010-02-23,101,3.6,15.4,-3.7,62.8,0.3,,9.5,15.51,raw,raw,raw,raw,raw
2010-02-24,101,6.6,17.8,-2.5,62.4,0.4,,7.2,13.24,raw,raw,raw,raw,raw
2010-02-25,101,6.4,7.5,5.0,91.3,0.4,13.5,0.0,1.39,raw,raw,raw,raw,raw
2010-02-26,101,8.6,14.1,5.0,71.3,1.8,,6.4,12.29,raw,raw,raw,raw,raw
2010-02-27,101,5.5,11.4,0.0,74.3,1.5,0.0,2.8,10.15,raw,raw,raw,raw,raw
2010-02-28,101,6.2,10.7,2.4,72.5,1.2,0.4,0.3,7.03,raw,raw,raw,raw,raw
2010-03-01,101,1.8,4.8,0.6,80.8,2.1,15.5,0.0,4.06,raw,raw,raw,raw,raw
2010-03-02,101,1.4,4.4,-1.5,85.9,1.0,0.0,0.0,4.39,raw,raw,raw,raw,raw
2010-03-03,101,2.0,8.3,-3.8,72.9,1.1,,7.3,16.12,raw,raw,raw,raw,raw
2010-03-04,101,3.4,4.8,1.3,85.5,2.0,2.0,0.0,4.64,raw,raw,raw,raw,raw
2010-03-05,101,5.7,9.4,3.2,82.6,0.4,0.4,0.6,7.33,raw,raw,raw,raw,raw
2010-03-06,101,4.7,8.7,1.8,66.6,2.0,,3.1,12.71,raw,raw,raw,raw,raw
2010-03-07,101,3.5,7.2,0.2,57.1,2.2,,2.9,12.73,raw,raw,raw,raw,raw
2010-03-08,101,2.5,7.1,-1.5,59.3,1.9,,4.0,12.14,raw,raw,raw,raw,raw
2010-03-09,101,2.1,5.8,-1.0,72.9,1.0,1.8,2.4,10.03,raw,raw,raw,raw,raw
2010-03-10,101,1.0,3.3,-2.2,74.5,1.8,4.2,4.6,13.49,raw,raw,raw,raw,raw
2010-03-11,101,2.4,5.8,-2.2,59.8,1.9,,6.3,14.23,raw,raw,raw,raw,raw
2010-03-12,101,6.5,10.3,3.5,59.0,2.8,0.2,1.6,4.36,raw,raw,raw,raw,raw
2010-03-13,101,3.0,10.5,-3.0,41.8,1.0,,10.2,19.61,raw,raw,raw,raw,raw
2010-03-14,101,5.2,13.5,-2.8,61.0,1.0,6.5,4.3,11.79,raw,raw,raw,raw,raw
2010-03-15,101,7.3,12.5,4.3,75.3,1.4,16.0,0.2,4.26,raw,raw,raw,raw,raw
2010-03-16,101,2.0,5.7,-0.6,34.5,3.4,,10.1,19.7,raw,raw,raw,raw,raw
2010-03-17,101,-0.1,4.2,-5.6,57.6,1.0,0.2,4.1,11.39,raw,raw,raw,raw,raw
2010-03-18,101,2.4,7.7,-3.1,48.4,1.3,0.0,11.1,21.79,raw,raw,raw,raw,raw
2010-03-19,101,4.0,9.5,-3.0,51.8,1.3,,4.9,13.48,raw,raw,raw,raw,raw
2010-03-20,101,6.5,10.7,3.4,73.1,2.2,1.5,0.0,1.98,raw,raw,raw,raw,raw
2010-03-21,101,3.8,8.2,-0.3,39.0,3.3,0.5,10.6,20.4,raw,raw,raw,raw,raw
2010-03-22,101,1.8,5.7,-1.6,77.3,0.6,3.0,0.0,4.98,raw,raw,raw,raw,raw
2010-03-23,101,5.4,11.7,1.3,76.9,0.6,,4.3,14.13,raw,raw,raw,raw,raw
2010-03-24,101,7.0,14.8,-0.1,57.4,0.8,,8.6,18.39,raw,raw,raw,raw,raw
2010-03-25,101,4.4,8.0,0.5,60.0,1.7,1.5,1.8,11.46,raw,raw,raw,raw,raw
2010-03-26,101,1.3,5.8,-4.6,51.0,2.1,0.0,7.1,18.21,raw,raw,raw,raw,raw
2010-03-27,101,1.8,3.7,-1.4,93.0,0.3,5.0,0.0,3.13,raw,raw,raw,raw,raw
2010-03-28,101,5.4,10.3,1.3,59.6,1.2,,7.8,20.13,raw,raw,raw,raw,raw
2010-03-29,101,4.9,13.8,-3.4,54.3,0.7,,11.3,22.85,raw,raw,raw,raw,raw
2010-03-30,101,7.1,15.0,-1.0,58.3,0.9,,6.0,17.39,raw,raw,raw,raw,raw
2010-03-31,101,7.0,8.3,5.4,88.6,0.2,7.5,0.0,3.61,raw,raw,raw,raw,raw
2010-04-01,101,7.5,10.9,1.6,83.9,1.0,0.3,0.0,4.77,raw,raw,raw,raw,raw
2010-04-02,101,5.3,11.7,-2.8,48.1,2.3,,10.4,22.42,raw,raw,raw,raw,raw
2010-04-03,101,5.2,12.6,-2.9,37.6,1.5,,11.4,23.37,raw,raw,raw,raw,raw
2010-04-04,101,7.0,16.9,-2.7,45.8,0.9,,9.5,19.92,raw,raw,raw,raw,raw
2010-04-05,101,9.9,18.3,-0.4,48.1,0.7,0.0,8.3,19.25,raw,raw,raw,raw,raw
2010-04-06,101,10.5,14.1,4.9,52.5,2.2,,5.9,15.16,raw,raw,raw,raw,raw
2010-04-07,101,7.0,14.7,-0.6,48.6,1.0,,12.0,24.7,raw,raw,raw,raw,raw
2010-04-08,101,8.6,18.5,-1.3,46.9,1.0,,11.3,22.32,raw,raw,raw,raw,raw
2010-04-09,101,10.6,19.7,0.9,50.6,1.1,,10.5,22.64,raw,raw,raw,raw,raw
2010-04-10,101,9.7,13.8,6.1,67.4,0.8,,0.0,3.53,raw,raw,raw,raw,raw
2010-04-11,101,12.2,20.8,3.2,49.8,1.6,,7.0,17.48,raw,raw,raw,raw,raw
2010-04-12,101,11.8,14.9,8.9,56.0,2.0,4.0,0.2,7.46,raw,raw,raw,raw,raw
2010-04-13,101,5.9,9.8,2.3,49.8,3.6,2.0,7.9,20.08,raw,raw,raw,raw,raw
2010-04-14,101,4.2,8.1,-0.2,31.8,1.8,,5.6,16.83,raw,raw,raw,raw,raw
2010-04-15,101,6.1,14.2,-2.6,39.3,0.7,,11.6,25.53,raw,raw,raw,raw,raw
2010-04-16,101,7.5,15.5,-1.0,43.1,1.0,,10.8,23.26,raw,raw,raw,raw,raw
2010-04-17,101,7.6,14.6,-0.7,53.5,1.2,,10.0,23.23,raw,raw,raw,raw,raw
2010-04-18,101,11.1,18.1,2.7,54.8,1.1,,0.1,12.51,raw,raw,raw,raw,raw
2010-04-19,101,13.7,18.7,10.1,67.3,0.4,0.4,0.4,8.67,raw,raw,raw,raw,raw
2010-04-20,101,16.2,23.9,9.6,65.3,0.8,0.0,7.1,19.73,raw,raw,raw,raw,raw
2010-04-21,101,11.8,17.5,9.1,72.6,1.9,9.5,0.0,6.21,raw,raw,raw,raw,raw
2010-04-22,101,10.0,12.2,8.1,65.6,1.7,5.5,0.0,7.98,raw,raw,raw,raw,raw
2010-04-23,101,8.6,13.9,5.8,73.5,0.7,1.5,2.5,13.22,raw,raw,raw,raw,raw
2010-04-24,101,10.1,18.3,3.8,62.0,1.2,,7.6,20.44,raw,raw,raw,raw,raw
2010-04-25,101,12.2,21.9,1.8,49.5,0.7,,10.6,24.18,raw,raw,raw,raw,raw
2010-04-26,101,11.5,18.8,7.6,69.9,0.8,26.5,0.1,8.67,raw,raw,raw,raw,raw
2010-04-27,101,8.4,11.8,5.4,75.3,2.6,6.0,1.5,10.98,raw,raw,raw,raw,raw
2010-04-28,101,5.4,8.6,3.1,74.8,1.4,7.5,0.4,6.43,raw,raw,raw,raw,raw
2010-04-29,101,9.4,14.1,3.9,52.8,3.0,1.0,8.8,21.97,raw,raw,raw,raw,raw
2010-04-30,101,10.3,14.3,5.9,55.4,2.0,0.0,2.5,12.09,raw,raw,raw,raw,raw
2010-05-01,101,11.3,19.0,1.9,56.0,1.5,,11.6,25.16,raw,raw,raw,raw,raw
2010-05-02,101,14.7,24.4,3.5,57.3,1.0,,11.6,24.23,raw,raw,raw,raw,raw
2010-05-03,101,17.3,21.9,9.2,78.6,1.2,0.5,0.0,6.85,raw,raw,raw,raw,raw
2010-05-04,101,21.2,25.8,16.0,65.8,1.3,,2.5,14.7,raw,raw,raw,raw,raw
2010-05-05,101,20.0,26.7,11.5,58.3,1.1,0.0,2.8,17.02,raw,raw,raw,raw,raw
2010-05-06,101,16.5,21.6,12.2,73.8,2.6,10.0,2.7,12.81,raw,raw,raw,raw,raw
2010-05-07,101,16.9,22.7,11.1,41.3,2.7,,12.3,27.42,raw,raw,raw,raw,raw
2010-05-08,101,16.6,24.9,7.6,52.6,1.0,,11.9,25.33,raw,raw,raw,raw,raw
2010-05-09,101,18.1,26.9,10.2,57.4,0.8,,6.3,21.43,raw,raw,raw,raw,raw
2010-05-10,101,17.7,22.8,11.3,45.4,1.2,0.1,8.9,23.06,raw,raw,raw,raw,raw
2010-05-11,101,11.7,15.4,7.3,71.3,1.1,1.0,2.5,8.9,raw,raw,raw,raw,raw
2010-05-12,101,13.2,21.4,5.5,65.9,1.0,,6.2,23.04,raw,raw,raw,raw,raw
2010-05-13,101,15.0,22.1,7.6,58.5,0.8,,7.0,20.18,raw,raw,raw,raw,raw
2010-05-14,101,17.5,25.9,8.1,49.0,1.2,,12.4,28.09,raw,raw,raw,raw,raw
2010-05-15,101,16.7,23.2,10.5,56.6,1.3,,7.4,21.09,raw,raw,raw,raw,raw
2010-05-16,101,18.3,27.9,8.3,54.1,0.8,,11.7,27.4,raw,raw,raw,raw,raw
2010-05-17,101,21.0,29.4,12.2,53.6,1.1,0.0,8.6,23.4,raw,raw,raw,raw,raw
2010-05-18,101,17.3,19.6,15.3,94.9,0.5,61.5,0.0,3.28,raw,raw,raw,raw,raw
2010-05-19,101,19.9,24.6,15.1,68.9,1.8,2.0,8.1,24.21,raw,raw,raw,raw,raw
2010-05-20,101,20.1,28.3,12.4,61.4,1.4,,11.1,25.78,raw,raw,raw,raw,raw
2010-05-21,101,21.1,31.1,12.0,60.6,0.8,,10.3,25.99,raw,raw,raw,raw,raw
2010-05-22,101,19.6,24.7,16.0,68.6,0.9,2.0,0.0,10.68,raw,raw,raw,raw,raw
2010-05-23,101,16.5,18.2,14.7,75.4,1.9,19.0,0.0,2.89,raw,raw,raw,raw,raw
2010-05-24,101,13.8,15.2,12.3,89.0,1.4,5.5,0.0,7.08,raw,raw,raw,raw,raw
2010-05-25,101,16.2,20.1,13.7,78.8,1.1,4.0,1.8,11.84,raw,raw,raw,raw,raw
2010-05-26,101,15.1,18.9,10.9,67.1,2.0,0.5,6.6,20.75,raw,raw,raw,raw,raw
2010-05-27,101,16.6,25.1,7.9,68.1,0.9,,12.4,28.89,raw,raw,raw,raw,raw
2010-05-28,101,17.9,23.4,12.5,69.5,0.9,,0.9,16.45,raw,raw,raw,raw,raw
2010-05-29,101,18.4,24.1,15.0,63.9,1.1,,1.9,15.67,raw,raw,raw,raw,raw
2010-05-30,101,18.1,25.3,11.6,53.8,1.7,,8.0,24.1,raw,raw,raw,raw,raw
2010-05-31,101,17.4,23.3,11.6,46.0,1.7,0.0,7.5,22.44,raw,raw,raw,raw,raw
2010-06-01,101,17.4,28.1,7.6,48.5,1.4,,13.1,30.56,raw,raw,raw,raw,raw
2010-06-02,101,19.1,28.0,9.7,55.4,1.1,,12.9,29.5,raw,raw,raw,raw,raw
2010-06-03,101,20.9,28.8,12.4,62.4,0.9,,12.6,28.65,raw,raw,raw,raw,raw
2010-06-04,101,22.1,29.8,14.2,62.9,0.9,,12.7,28.1,raw,raw,raw,raw,raw
2010-06-05,101,22.9,30.8,15.2,61.3,0.9,,9.8,26.01,raw,raw,raw,raw,raw
2010-06-06,101,21.7,31.1,16.0,67.3,0.8,0.5,7.8,19.92,raw,raw,raw,raw,raw
2010-06-07,101,23.5,31.9,15.5,56.1,1.5,,10.3,26.25,raw,raw,raw,raw,raw
2010-06-08,101,23.3,31.9,14.9,53.9,1.0,,12.7,29.16,raw,raw,raw,raw,raw
2010-06-09,101,24.5,33.2,15.9,55.4,1.0,,12.5,28.64,raw,raw,raw,raw,raw
2010-06-10,101,24.9,32.9,17.5,56.5,0.9,,10.9,26.13,raw,raw,raw,raw,raw
2010-06-11,101,23.6,31.1,16.2,52.1,1.1,,8.6,22.84,raw,raw,raw,raw,raw
2010-06-12,101,18.3,20.3,17.3,89.3,1.2,39.5,0.0,4.07,raw,raw,raw,raw,raw
2010-06-13,101,22.2,28.2,17.5,79.3,0.9,7.5,6.9,22.16,raw,raw,raw,raw,raw
2010-06-14,101,22.2,24.9,20.1,85.6,0.5,1.0,0.3,7.73,raw,raw,raw,raw,raw
2010-06-15,101,24.7,30.4,20.5,71.9,0.9,0.0,7.7,22.97,raw,raw,raw,raw,raw
2010-06-16,101,23.1,27.9,18.4,72.9,1.1,0.0,5.5,18.84,raw,raw,raw,raw,raw
2010-06-17,101,23.6,27.6,20.1,79.5,0.7,,0.0,13.1,raw,raw,raw,raw,raw
2010-06-18,101,26.1,33.2,20.9,69.4,1.4,0.0,8.2,22.02,raw,raw,raw,raw,raw
2010-06-19,101,23.9,27.2,21.4,77.6,0.9,0.1,0.8,11.3,raw,raw,raw,raw,raw
2010-06-20,101,24.1,27.8,20.8,74.8,1.2,0.4,5.4,16.22,raw,raw,raw,raw,raw
2010-06-21,101,23.5,28.7,19.2,71.0,1.3,,8.1,23.2,raw,raw,raw,raw,raw
2010-06-22,101,21.3,26.7,16.4,66.1,1.1,0.0,5.2,16.7,raw,raw,raw,raw,raw
2010-06-23,101,21.9,29.8,14.7,58.5,1.1,,13.1,30.36,raw,raw,raw,raw,raw
2010-06-24,101,23.3,32.0,14.4,60.4,1.0,,13.0,29.22,raw,raw,raw,raw,raw
2010-06-25,101,25.5,33.2,17.6,60.8,0.9,,9.5,24.11,raw,raw,raw,raw,raw
2010-06-26,101,24.2,26.6,21.9,64.5,1.7,0.4,0.1,9.17,raw,raw,raw,raw,raw
2010-06-27,101,22.2,25.2,20.3,86.6,1.2,4.0,0.1,7.18,raw,raw,raw,raw,raw
2010-06-28,101,24.6,30.9,18.8,70.1,0.8,,10.0,24.89,raw,raw,raw,raw,raw
2010-06-29,101,23.8,28.3,19.8,77.9,0.7,1.0,1.6,13.61,raw,raw,raw,raw,raw
2010-06-30,101,23.4,26.5,20.7,81.5,0.8,0.5,0.4,10.34,raw,raw,raw,raw,raw
2010-07-01,101,26.0,31.7,20.7,71.1,0.7,,6.6,22.43,raw,raw,raw,raw,raw
2010-07-02,101,23.7,25.3,23.0,92.3,0.5,26.5,0.0,2.19,raw,raw,raw,raw,raw
2010-07-03,101,24.5,28.0,22.4,84.5,1.0,3.0,0.0,8.66,raw,raw,raw,raw,raw
2010-07-04,101,26.6,32.2,21.0,73.4,1.2,,7.5,24.59,raw,raw,raw,raw,raw
2010-07-05,101,27.4,33.1,22.9,68.6,1.2,0.0,8.8,25.04,raw,raw,raw,raw,raw
2010-07-06,101,25.6,31.9,20.6,66.0,1.4,,8.1,22.65,raw,raw,raw,raw,raw
2010-07-07,101,24.7,29.8,20.9,68.9,0.9,3.5,6.2,20.24,raw,raw,raw,raw,raw
2010-07-08,101,23.8,29.2,19.0,75.3,0.9,2.0,3.5,17.24,raw,raw,raw,raw,raw
2010-07-09,101,24.0,29.2,20.8,76.9,0.9,0.5,4.3,17.19,raw,raw,raw,raw,raw
2010-07-10,101,24.6,29.3,20.4,74.0,0.9,0.0,3.4,17.25,raw,raw,raw,raw,raw
2010-07-11,101,22.5,25.1,20.9,79.6,1.1,2.0,0.0,7.76,raw,raw,raw,raw,raw
2010-07-12,101,24.6,29.8,18.9,70.8,1.0,,6.8,21.2,raw,raw,raw,raw,raw
2010-07-13,101,25.6,32.5,20.9,73.1,0.8,7.5,7.1,21.96,raw,raw,raw,raw,raw
2010-07-14,101,24.6,29.6,20.2,71.8,1.2,,4.6,21.35,raw,raw,raw,raw,raw
2010-07-15,101,25.6,31.1,21.5,70.5,0.9,,6.9,21.37,raw,raw,raw,raw,raw
2010-07-16,101,23.9,28.0,22.0,87.3,0.7,66.5,0.3,7.54,raw,raw,raw,raw,raw
2010-07-17,101,23.8,25.2,22.6,91.6,0.9,52.5,0.0,3.15,raw,raw,raw,raw,raw
2010-07-18,101,26.3,29.9,22.9,80.5,1.0,7.5,0.4,8.43,raw,raw,raw,raw,raw
2010-07-19,101,26.9,30.8,24.4,74.8,1.4,0.0,3.1,9.37,raw,raw,raw,raw,raw
2010-07-20,101,27.5,33.1,22.0,76.6,0.7,,5.4,17.89,raw,raw,raw,raw,raw
2010-07-21,101,26.8,30.2,24.1,81.1,0.7,6.0,1.2,9.06,raw,raw,raw,raw,raw
2010-07-22,101,27.4,30.5,25.0,73.6,1.3,0.0,2.2,11.05,raw,raw,raw,raw,raw
2010-07-23,101,23.0,26.2,20.5,90.5,0.7,33.5,0.0,1.98,raw,raw,raw,raw,raw
2010-07-24,101,25.5,30.0,22.2,81.8,0.8,0.5,2.9,17.83,raw,raw,raw,raw,raw
2010-07-25,101,26.6,31.6,22.6,75.4,1.1,0.0,5.7,21.23,raw,raw,raw,raw,raw
2010-07-26,101,25.7,30.0,22.6,77.9,1.3,6.5,3.9,16.16,raw,raw,raw,raw,raw
2010-07-27,101,26.9,31.8,22.9,72.3,1.2,,9.0,22.69,raw,raw,raw,raw,raw
2010-07-28,101,26.0,31.2,21.2,76.6,1.0,0.0,5.7,19.39,raw,raw,raw,raw,raw
2010-07-29,101,27.6,31.7,24.2,75.6,1.1,0.0,4.0,17.58,raw,raw,raw,raw,raw
2010-07-30,101,25.7,27.1,24.6,87.0,0.6,2.5,0.0,3.55,raw,raw,raw,raw,raw
2010-07-31,101,27.5,31.0,24.2,74.4,1.2,,1.4,14.38,raw,raw,raw,raw,raw
2010-08-01,101,28.7,31.6,26.0,71.9,1.4,0.1,1.8,12.84,raw,raw,raw,raw,raw
2010-08-02,101,25.8,28.0,23.6,84.3,0.9,8.0,0.2,5.79,raw,raw,raw,raw,raw
2010-08-03,101,26.1,30.1,23.1,79.4,0.8,,1.5,12.69,raw,raw,raw,raw,raw
2010-08-04,101,27.9,33.0,24.6,82.6,0.7,18.0,3.9,15.95,raw,raw,raw,raw,raw
2010-08-05,101,28.9,33.7,26.0,79.8,0.8,9.0,4.4,16.96,raw,raw,raw,raw,raw
2010-08-06,101,27.7,30.1,25.9,82.5,1.1,4.5,2.0,11.79,raw,raw,raw,raw,raw
2010-08-07,101,25.9,28.4,24.4,89.3,0.5,31.5,0.0,6.42,raw,raw,raw,raw,raw
2010-08-08,101,27.4,32.6,23.8,76.3,0.8,,7.7,21.57,raw,raw,raw,raw,raw
2010-08-09,101,27.6,33.6,23.5,74.1,0.9,,8.4,22.37,raw,raw,raw,raw,raw
2010-08-10,101,25.6,28.2,23.1,88.0,0.5,13.0,0.9,8.16,raw,raw,raw,raw,raw
2010-08-11,101,26.4,30.4,24.3,85.1,1.1,8.5,1.5,10.04,raw,raw,raw,raw,raw
2010-08-12,101,24.1,27.6,21.6,84.0,0.9,1.5,0.5,7.7,raw,raw,raw,raw,raw
2010-08-13,101,23.9,26.9,21.1,90.0,0.4,30.5,0.0,6.62,raw,raw,raw,raw,raw
2010-08-14,101,26.3,29.6,24.3,86.9,0.7,27.0,1.6,9.86,raw,raw,raw,raw,raw
2010-08-15,101,27.4,31.1,24.2,76.1,1.6,61.5,5.2,17.09,raw,raw,raw,raw,raw
2010-08-16,101,24.8,28.5,22.2,80.5,0.6,0.0,0.0,9.4,raw,raw,raw,raw,raw
2010-08-17,101,25.2,31.6,20.5,71.8,1.0,0.0,10.4,24.49,raw,raw,raw,raw,raw
2010-08-18,101,26.3,32.2,21.5,78.4,0.9,18.0,8.1,21.81,raw,raw,raw,raw,raw
2010-08-19,101,28.2,33.7,24.1,75.4,0.8,,9.1,21.83,raw,raw,raw,raw,raw
2010-08-20,101,28.2,33.9,24.8,78.5,0.8,0.5,6.4,19.93,raw,raw,raw,raw,raw
2010-08-21,101,27.9,33.2,24.4,76.5,1.0,,8.0,21.1,raw,raw,raw,raw,raw
2010-08-22,101,27.9,33.0,23.4,75.9,1.2,0.5,7.5,20.51,raw,raw,raw,raw,raw
2010-08-23,101,25.7,28.3,22.9,88.4,1.1,105.0,0.9,7.63,raw,raw,raw,raw,raw
2010-08-24,101,23.9,27.0,21.8,85.6,0.6,3.5,0.0,8.16,raw,raw,raw,raw,raw
2010-08-25,101,20.8,21.9,19.6,92.9,1.5,51.0,0.0,4.51,raw,raw,raw,raw,raw
2010-08-26,101,22.7,25.8,20.1,88.3,1.2,15.5,0.0,8.11,raw,raw,raw,raw,raw
2010-08-27,101,25.6,31.6,21.1,82.3,0.6,0.0,5.3,17.87,raw,raw,raw,raw,raw
2010-08-28,101,24.9,29.3,23.4,88.9,1.1,3.5,0.6,7.58,raw,raw,raw,raw,raw
2010-08-29,101,24.0,24.9,22.8,92.6,0.4,55.5,0.0,3.47,raw,raw,raw,raw,raw
2010-08-30,101,25.2,30.3,21.6,79.3,0.8,1.5,7.9,18.68,raw,raw,raw,raw,raw
2010-08-31,101,24.0,27.9,20.7,84.9,0.6,0.5,0.6,9.3,raw,raw,raw,raw,raw
2010-09-01,101,25.7,31.7,22.7,77.8,1.1,6.0,4.3,16.61,raw,raw,raw,raw,raw
2010-09-02,101,23.9,25.9,22.1,85.0,2.4,20.5,0.1,6.82,raw,raw,raw,raw,raw
2010-09-03,101,24.8,28.4,22.1,86.1,0.5,1.5,2.6,12.05,raw,raw,raw,raw,raw
2010-09-04,101,26.6,31.8,23.2,78.1,0.8,,8.0,20.12,raw,raw,raw,raw,raw
2010-09-05,101,25.2,31.7,22.6,85.1,0.8,4.5,3.3,13.17,raw,raw,raw,raw,raw
2010-09-06,101,23.9,27.9,22.0,88.0,0.5,7.5,2.2,8.87,raw,raw,raw,raw,raw
2010-09-07,101,24.2,28.8,19.9,66.3,1.7,,10.2,20.22,raw,raw,raw,raw,raw
2010-09-08,101,20.6,23.8,16.7,68.5,1.2,0.0,1.5,12.13,raw,raw,raw,raw,raw
